Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
148,,Heritage Bank of Commerce,Regional,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,~$5.6B (pre-merger),—,HQ San Jose; merged into Citizens Business Bank Apr 17 2026; Bay Area business bank,N/M,—,⚠️ MERGED into Citizens Business Bank (Apr 2026); no standalone card; successor card = Elan (see Citizens Business Bank row),"(merged -> Citizens Business Bank, Elan)",No,— (no business card),https://heritagebankofcommerce.bank/,—,N/M,N/M,Merged into Citizens Business Bank (CVB Financial) Apr 17 2026.,0,N/M,None,N/M,Not a card source,"None standalone (now Citizens Business Bank, Elan)",NorCal / Silicon Valley (San Jose) — now Citizens Business Bank,"San Jose, CA",Reg,HIGH merged into Citizens Business Bank (Elan). No standalone card. 2026-05-28,heritagebankofcommerce.bank (now Citizens); cbbank.com/business-cards (Elan); SEC 10-K; CVB merger PR
149,,CTBC Bank Corp. (USA),CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$5.37B,$4.55B,"17 of 20 branches in CA; LA, SF, Irvine, Cupertino, SGV; CTBC Taiwan subsidiary",CA-HQ'd,—,❌ No BUSINESS card (consumer-only via TCM),None for business (TCM issues its consumer cards),No,— (no business card),https://www.ctbcbankusa.com,—,N/M,N/M,N/M (no business card),0,N/M,None (SBA/ABL/equipment/trade/CRE full-doc),N/M,Not a card source,3 CONSUMER Visa cards (TCM); no business card,SoCal / LA,Los Angeles,22,HIGH no-business-card + TCM consumer issuer. 2026-05-28,ctbcbankusa.com/Consumer-Credit-Cards + /Commercial-Banking; tcmbank.com
150,,Technology Credit Union (Tech CU),Credit Union,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,~$4.8B,—,9 Bay Area branches + TX/ID; 15 CA counties FOM,CA-HQ'd,—,❌ No business card (business = LOC / term / SBA only),None (self-issues personal cards),No,— (no business card),https://www.techcu.com/Business,—,N/M (Experian for personal),N/M,N/M (no business card),0,N/M,"Working Capital LOC / Term / SBA = underwritten, not no-doc",Membership required (15 CA counties + tech employers + family),Not a card source,None (business = LOC/term/SBA; consumer Visa only),NorCal / Silicon Valley,"San Jose, CA",CU,HIGH no-business-card (sitemap + business pages confirm). 2026-05-28,techcu.com/Business + /Small-Business-and-Commercial-Banking + /Sitemap; en.wikipedia.org
151,,Commercial Bank of California,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$3.90B,$3.39B,"~6 offices Orange County + Greater LA (Irvine, Costa Mesa, Anaheim, Santa Monica, LA)",CA-HQ'd,—,"❌ No card (merchant acquirer, not issuer)","None (card acceptance, not issuance)",No,— (no business card),https://cbcal.com,—,N/M,N/M,N/M,0,N/M,"None (working-capital/ABL LOC, term, SBA PLP, USDA, equipment - underwritten)",N/M,Not a card source,None (merchant acquiring/processing only),SoCal / Orange County,Irvine,29,HIGH no-card. Not Banc of California nor California Bank of Commerce. 2026-05-28,cbcal.com/business-lending + /payment-processing + /locations; FDIC cert 57417
152,,Credit Union of Southern California (CU SoCal),Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$3.7B,—,HQ Anaheim (OC); ~$3.7B; ~25 SoCal branches + Lake Havasu AZ; est 1954,CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only; 'may not be used for business purposes'); SELF-issued,Self (consumer cards; no business card),No,— (no business card),https://www.cusocal.org/cards/credit-card/,—,N/M,N/M (consumer cards report to personal bureaus),"Consumer-only: Platinum Rewards, Topaz (0% 9mo on BT only), Share Secured. No business card.",0,N/M (no business card),None (business banking = deposits + business loans; no business card),Membership required (LA/OC/IE + Lake Havasu AZ + 500 SEGs; OPEN nationwide via complimentary nonprofit association),Not a card source,"Consumer Visa only (Platinum Rewards, Topaz, Share Secured) — explicitly NOT for business use",SoCal / LA-OC-Inland Empire,Anaheim,CU,HIGH no business card (cards explicitly consumer-only). Easy nationwide membership path noted. 2026-05-29,"cusocal.org/cards/credit-card + cardholder agreement (consumer-only, self-issued); /business-banking (no card)"
153,,California Coast Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$3.36B,—,7 SoCal counties; ~26 branches,CA-HQ'd,—,❌ No business card (consumer cards only; business = loans via NewtekOne),None (no business card),No,— (no business card),https://www.calcoastcu.org/business-home-page/business-services/,—,N/M,N/M,N/M (no business card),0,N/M,"Business loans via NewtekOne ($50K-$15M, LOC <=$5M) — full-doc, not no-doc","Membership required (7 SoCal counties, $5)",Not a card source,None (business = NewtekOne loans; consumer cards only),SoCal / San Diego (7-county FOM),"San Diego, CA",CU,HIGH no-business-card (3 product pages confirm). 2026-05-28,calcoastcu.org/business-services + /loans/business-loans + /credit-cards; en.wikipedia.org
154,,"El Dorado Savings Bank, F.S.B.",CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$2.47B,$2.13B,31 CA branches Greater Sacramento + Sierra/Eastern Sierra,CA-HQ'd,—,❌ No card (thrift; debit only),None,No,— (no business card),https://www.eldoradosavingsbank.com,—,N/M,N/M,N/M,0,N/M,"None (lending is exclusively residential: Home Loans, Refi, HELOC)",N/M,Not a card source,Business Visa DEBIT only,NorCal / Sacramento (foothills),Placerville,39,HIGH no-card (thrift; residential-only lending). 2026-05-28,eldoradosavingsbank.com/Business + /Lending; branchspot.com
155,,Self-Help Federal Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$2.41B,—,2 LA-County branches,CA-HQ'd,—,"❌ No business credit card (CDFI lender: secured term loans 2+yr operating, SBA 7(a)/504, micro-loans; CA deals $500K+)",None,No,— (no business card),https://www.self-helpfcu.org,—,N/M,N/M,CA small-biz <$500K not served (NC/Chicago only). Light census 2026-06-10.,0,N/M,None,Membership open: $5 Center for Community Self-Help path,Not a card source,None (commercial term/SBA),SoCal / LA (2 branches: LA + Wilmington),"Modesto, CA",CU,HIGH no-card. Light census 2026-06-10,self-helpfcu.org/business + join-our-credit-union
156,,Financial Partners Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$2.4B,—,HQ Downey (LA County); ~$2.3-2.5B; ~7 branches; LA/OC + Bay Area; Boeing-legacy SEGs,CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only; business = deposit accounts only),Self (consumer cards; no business card),No,— (no business card),https://fpcu.org/loans-credit/credit-cards,—,N/M,N/M,"Consumer-only (Visa Platinum Rewards 0% 12mo purch+BT, 12.74-30.49%, $0 AF; Platinum; Savings Secured). No business card.",0,N/M,None (business = checking/savings only),Membership required (LA/Orange/San Diego/Riverside counties + S.SF/Alameda + ~700 SEGs + family + AARP; OPEN nationwide via American Consumer Council),Not a card source,"Consumer Visa only (Platinum Rewards, Platinum, Savings Secured)",SoCal / LA,Downey,CU,HIGH no business card (personal Visa only; business=deposits). ACC nationwide path noted. 2026-05-29,fpcu.org/loans-credit/credit-cards + /checking-savings/business-accounts; depositaccounts.com
157,,Arrowhead Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$2.31B,—,HQ Rancho Cucamonga (IE); ~$2.3B; ~20 branches; core FOM San Bernardino + Riverside,CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only; business = loans/SBA/CRE),Self (consumer cards; no business card),No,— (no business card),https://www.arrowheadcu.org/arrowhead-visa,—,N/M (free Experian/FICO score to cardholders),N/M,Consumer-only Visa (no 0% intro; 13.49-17.25%; $0 AF; $0 BT/CA fees). No business card.,0,N/M,None (business = SBA/CRE up to ~$5M/equipment/investment-property full-doc),"Membership required (Riverside + San Bernardino counties, 17 S-LA-County cities, AZ/NV areas + family; association path via Surfrider/Community Impact Fund — Arrowhead pays fee)",Not a card source,"Consumer Visa only (Arrowhead Visa, Share-Secured Visa)",SoCal / Inland Empire,Rancho Cucamonga,CU,HIGH no business card (consumer-only; business=loans). Association membership path noted. 2026-05-29,arrowheadcu.org/arrowhead-visa + /loans/business + /eligibility (Surfrider/CIF path)
158,,F&A Federal Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$2.3B,—,2 LA branches,CA-HQ'd,—,❌ No business products (consumer Visa $500–$25K only),None for business,No,— (no business card),https://www.fafcu.org,—,N/M,N/M,Fire/county FOM; LA County Fire Museum = de-facto join path. Light census 2026-06-10.,0,N/M,None,Membership: LA Co Fire + city employees + family,Not a card source,None for business,SoCal / LA (Monterey Park + Whittier),"Monterey Park, CA",CU,HIGH no-biz. Light census 2026-06-10,fafcu.org/join + /spend-and-save
159,,LBS Financial Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$2.1B,—,8 branches greater Long Beach,CA-HQ'd,—,❌ No business products at all (consumer Platinum Rewards Visa only) — the Long Beach gap CONFIRMED empty,None for business,No,— (no business card),https://www.lbsfcu.org,—,N/M (reports to all 3; pull N/M),N/M,Checked for Long Beach opportunities: nothing business-side. Light census 2026-06-10.,0,N/M,None,Membership: 4 counties + ~51 LA cities; FFA $8 open path,No business products — Long Beach gap confirmed empty,None for business,SoCal / LA-Long Beach (8 branches),"Long Beach, CA",CU,HIGH no-biz-products. Light census 2026-06-10,lbsfcu.org/accounts + /member
160,,US Metro Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$1.56B,$1.36B,"Garden Grove HQ; Anaheim, LA x3, Buena Park, Torrance; Korean-American",CA-HQ'd,—,❌ No card (debit only),None,No,— (no business card),https://www.usmetrobank.com,—,N/M,N/M,N/M,0,N/M,Business LOC + Term Loans 'simple documentation' (no stated no-tax-return policy); SBA PLP full-doc,N/M,Not a card source,MasterCard DEBIT only (no credit card; no CFPB agreement),SoCal / Orange County,Garden Grove,48,"HIGH no-card (own nav, no CFPB agreement). 2026-05-28",usmetrobank.com/banking-services + /business-loans; consumerfinance.gov (no agreement)
161,,Frontwave Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$1.5B,—,HQ Oceanside; ~$1.5B (post Community Valley Bank acq 2025); ~13 branches; North County SD + IE; ex-Pacific Marine CU,CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only; business = loans/LOC),Self (consumer cards; no business card),No,— (no business card),https://www.frontwavecu.com,—,N/M,N/M,Consumer-only Visa (Classic/Platinum/Signature Rewards/Secured). No business credit card found.,0,N/M,"Unsecured Business LOC $5K-$250K (collateral-free, but NOT no-doc) + secured BLOC/equipment/CRE","Membership required (San Diego/Riverside/San Bernardino[/Imperial] counties + family; military/community; NO nationwide path; business acct in-person, $1,500 min)",Not a card source,Consumer Visa only; business = loans/LOC (incl. unsecured BLOC $5K-$250K),SoCal / San Diego (+ Inland Empire),Oceanside,CU,MED-HIGH no business CARD (consumer-only; site PDFs Cloudflare-blocked); unsecured BLOC $5K-$250K noted. 2026-05-29,frontwavecu.com/business-banking + /Business/Borrow/Business-Line-of-Credit; en.wikipedia.org
162,,Malaga Bank F.S.B.,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$1.44B,$0.94B,South Bay Los Angeles since 1985,CA-HQ'd,—,❌ No card (CRE thrift; debit only),None,No,— (no business card),https://www.malagabank.com,—,N/M,N/M,N/M,0,N/M,Secured lending $10K-$2M+ (working capital/equipment/CRE); doc reqs undisclosed; no-doc not advertised,N/M,Not a card source,Business Visa DEBIT only,SoCal / LA (South Bay),Palos Verdes Peninsula,49,"HIGH no-card (CRE thrift, debit-only). 2026-05-28",malagabank.com/business-banking-services + /business-loans
163,,"The Bank of New York Mellon Trust Company, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$1.39B,N/M,"HQ 333 S Hope St, LA; OCC-chartered trust/custody bank; trust offices, not retail branches",CA-HQ'd,—,❌ No card (corporate trust/custody charter; no public lending),None,No,— (no business card),https://www.bnymellon.com,—,N/M,N/M,"N/M (fiduciary/securitization-trustee entity, not a card issuer)",0,N/M,None (no public-facing lending of any kind),N/M,Not a card source,None (corporate trust / custody / indenture-trustee services),SoCal / LA,Los Angeles,52,HIGH no-card (limited-purpose trust charter; LA HQ). 2026-05-29,FDIC cert 23472; ffiec.gov NPW profile 398668; bankbranchlocator.com (LA office)
164,,Column National Association,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$1.39B,N/M,HQ Chico; nationally-chartered BaaS bank (founded 2021 by Plaid co-founder); no retail branches,CA-HQ'd,—,"❌ No card (BaaS sponsor bank; serves fintechs, not end-businesses)",None (sponsors fintech card programs; not a direct issuer to businesses),No,— (no business card),https://column.com,—,N/M,N/M,N/M (developer-infrastructure / banking-as-a-service),0,N/M,None direct (provides lending/issuing rails to fintech partners e.g. Mercury/Brex/Ramp — those are partner products),N/M,Not a card source,"None to end-businesses (BaaS rails: accounts, ACH/wire/FedNow, card-issuing infrastructure for fintechs)",NorCal / Sacramento (Chico),Chico,53,HIGH no direct-to-business card (BaaS sponsor model). 2026-05-29,column.com; FDIC cert 58224; sacra.com/c/column; bankingembedded.com
165,,Bank of the Orient,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$1.16B,N/M,~6 CA branches (NorCal); SF HQ + Xiamen China; Asian-American/trade focus,CA-HQ'd,—,❌ No card (debit + commercial lending only),None,No,— (no business card),https://www.bankorient.com,—,N/M,N/M,N/M,0,N/M,None (term/LOC/SBA conventional underwriting),N/M,Not a card source,None (debit cards + commercial lending only),NorCal / SF,San Francisco,57,HIGH no-card (own site nav; debit only). 2026-05-29,"bankorient.com (site nav, Business Solutions, Debit Cards); dfpi.ca.gov"
166,,Water and Power Community Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,Reports overdrawn accts to Chex (own FAQ 2026-06-10); screening N/M,N/M,,No card,—,~$1.1B,—,3 LA branches,CA-HQ'd,—,❌ No business products (consumer Mastercard only),None for business,No,— (no business card),https://www.wpccu.org,—,N/M,N/M,Chex: REPORTS overdrawn accounts (own FAQ); screening N/M. Light census 2026-06-10.,0,N/M,None,Membership OPEN: LA County community charter (live/work/worship/school),Not a card source,None for business,SoCal / LA (Sunset HQ + Westchester + Granada Hills),"Los Angeles, CA",CU,HIGH no-biz. Light census 2026-06-10,wpccu.org services + courtesy-pay FAQ + LA-county expansion blog
167,,Pacific Coast Bankers' Bank (PCBB),CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$1.08B,N/M,Bankers'-bank (wholesale 'bank for banks'); national FI clientele; no retail/business channel,CA-HQ'd,—,"❌ No card (bankers' bank — serves financial institutions, not businesses)",None,No,— (no business card),https://www.pcbb.com,—,N/M,N/M,N/M ('will never compete for your customers'),0,N/M,"None (correspondent/inter-bank services only: loan hedging, participations, cash mgmt)",N/M,Not a card source,"None (advisory, international banking, cash management, lending services — all inter-bank)",NorCal / SF-East Bay,Walnut Creek,60,HIGH no-card (bankers'-bank model; no public card product at all). 2026-05-29,pcbb.com/products; pcbb.com/company; FDIC cert 34252
168,,OneUnited Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,Yes — own pages confirm; U2 second-chance available (2026-06-10),N/M,,No card,—,N/M,N/M,2 LA branches: 3683 Crenshaw Blvd + 1495 N Wilmington Ave,N/M,—,❌ No business card (consumer UNITY Visa secured only; small-biz lending referred to Lendistry),None for business,No,— (no business card),https://www.oneunited.com,—,N/M,N/M,Biz accounts branch-only. Chex: YES + U2 second-chance account. Light census 2026-06-10.,0,N/M,None (Lendistry referral),N/M,Not a card source,None for business (consumer UNITY secured Visa),SoCal / LA (Crenshaw + Compton; MA-HQ'd; Black-owned),"Boston, MA",Reg,HIGH no-biz-card. Light census 2026-06-10,oneunited.com/business-banking; community.oneunited.com; unchex.com
169,,"ICBC USA, N.A.",Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,"Alhambra, San Gabriel, Hacienda Heights, Temple City, Torrance",N/M,—,❌ No business card (4 consumer UnionPay/Visa cards only; deposit relationship required),None for business,No,— (no business card),https://www.icbc-us.com,—,N/M,N/M,Cards via email/branch. Commercial loans listed; LOC unspecified. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,None for business (consumer cards only),SoCal / LA (5 branches; NY-HQ'd),"New York, NY",Reg,HIGH no-biz-card. Light census 2026-06-10,icbc-us.com credit-card pages; doctorofcredit.com 2016 review
170,,American First National Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,"City of Industry, Alhambra, Arcadia",N/M,—,❌ No business card (debit only),None,No,— (no business card),https://www.afnb.com,—,N/M,N/M,"Commercial LOCs (working capital + LC) — amounts N/M, phone-driven. Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (commercial LOC only),SoCal / LA (3 branches; TX-HQ'd; Asian-American),"Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,afnb.com/products/commercial/commercial-loans + /locations
171,,"Golden Bank, N.A.",Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,3 branches + 1 LPO,N/M,—,❌ No business card found,None,No,— (no business card),https://www.goldenbank-na.com,—,N/M,N/M,"Revolving working-capital LOC (amounts N/M); SBA PLP, in-house approval. Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (LOC + SBA),"SoCal / LA-OC (Tustin, Alhambra, Rowland Heights + Irvine LPO; TX-HQ'd; Taiwanese-American)","Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,goldenbank-na.com/lending/commerical/business-loans + locations
172,,Southwestern National Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,3530 Wilshire Blvd + 2951 W Ball Rd Anaheim,N/M,—,❌ No business credit card (Business VISA DEBIT only). NOT 'Southwest National Bank' Wichita KS,None,No,— (no business card),https://www.swnbk.com,—,N/M,N/M,"BLOC page exists (amounts N/M, phone-driven). Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (debit only),SoCal / LA-OC (Wilshire LA + Anaheim; TX-HQ'd; Asian-American),"Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,swnbk.com/Loans/Business-Line-of-Credit + /About-Us/Locations
173,,First IC Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,1 LA branch (10 total CA/GA/NJ/NY/TX/WA),N/M,—,❌ No business card advertised ('Card Hub' = management only). MetroCity acquisition pending (~Q4 2025 close) — recheck post-merger,None found,No,— (no business card),https://www.firsticbank.com,—,N/M,N/M,SBA/commercial lending; LOC unspecified. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,None advertised,SoCal / LA (1 branch; GA-HQ'd; Korean-American),"Doraville, GA",Reg,MED no-card (archived nav; merger in flux). Light census 2026-06-10,firsticbank.com (Wayback 2025-12-21); americanbanker.com (MetroCity deal)
174,,"Wilmington Trust, N.A.",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,N/M,$0,"3 LA/OC offices, $0 deposits (FDIC SOD 2025)",N/M,—,❌ No card (corporate trust/custody; $0 SoCal deposits),None,No,— (no business card),https://www.wilmingtontrust.com,—,N/M,N/M,Trust charter (M&T family). Census completeness row.,0,N/M,None,N/M,Not a card source,None (fiduciary),National — LA/OC trust offices,"Wilmington, DE",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 34069
175,,"BNY Mellon, N.A.",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,N/M,$0,"2 LA/OC offices, $0 deposits (FDIC SOD 2025)",N/M,—,"❌ No card (trust/wealth charter — second BNY entity, cert 7946; sibling of BNY Mellon Trust Co row)",None,No,— (no business card),https://www.bny.com,—,N/M,N/M,Census completeness row.,0,N/M,None,N/M,Not a card source,None (wealth/trust),National — LA/OC offices,"New York, NY",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 7946
176,,CIBC National Trust Company,Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,N/M,$0,"1 OC office, $0 deposits (FDIC SOD 2025)",N/M,—,❌ No card (trust charter),None,No,— (no business card),https://us.cibc.com,—,N/M,N/M,Census completeness row.,0,N/M,None,N/M,Not a card source,None (trust),National — 1 OC trust office,"Atlanta, GA",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 91325
177,,"TIB, N.A. (The Independent BankersBank)",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,N/M,N/M,1 OC office (FDIC SOD 2025),N/M,—,❌ No direct-to-business card — TIB is the bankers' bank AGENT ISSUER behind many community-bank cards in this table (cardaccount.net / mypreferredpoints.com programs),None direct (TIB IS an underwriter for partner banks),No,— (no business card),https://www.tib.bank,—,N/M,N/M,Census completeness row; 1 OC office. Apply via TIB partner banks instead.,0,N/M,None,N/M,Not a card source,None direct (white-label programs for banks),National — 1 OC office (bankers' bank),"Farmers Branch, TX",Reg,HIGH bankers'-bank (PCBB precedent). 2026-06-10,FDIC SOD 2025 cert 23647; tib.bank
178,,Summit State Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$1.00B,$0.89B,"CA-only; Sonoma County (Santa Rosa, Healdsburg, Rohnert Park, Petaluma); Nasdaq: SSBI",CA-HQ'd,—,❌ No card (debit only; commercial lending),None,No,— (no business card),https://summitstatebank.com,—,N/M,N/M,N/M,0,N/M,None (LOC/SBA/CRE/equipment full-doc; small-biz loans up to ~$150K),N/M,Not a card source,Debit Mastercard only (no credit card),NorCal / SF (Sonoma),Santa Rosa,61,HIGH no-card (4 product pages confirm debit-only). 2026-05-29,"summitstatebank.com (business-banking, business-lending, merchant-services); FDIC cert 32203"
179,,Golden State Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.97B,N/M,CA-only; Glendale HQ + Upland; serves LA/OC/Riverside/SD/Ventura/San Bernardino; founded 2003,CA-HQ'd,—,❌ No card (business debit only; relationship commercial lending),None,No,— (no business card),https://www.goldenstatebank.com,—,N/M,N/M,N/M,0,N/M,None (working capital/equipment/CRE/construction/bridge/LOC full-doc),N/M,Not a card source,Mastercard Business DEBIT only (no credit card),SoCal / LA (Glendale),Glendale,62,HIGH no-card (full site nav; debit only). Latest verified assets ~$918M (6/30/25). 2026-05-29,"goldenstatebank.com (cash-management, debit-card, company-overview); FDIC cert 57585"
180,,First City Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,~$0.90B,—,HQ Altadena (LA County); ~$0.90B; ~7 LA County branches; est 1937 (LA County employees),CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only),N/M (consumer card; issuer unverified; lone 'Elan' hit unconfirmed),No,— (no business card),https://www.firstcitycu.org/loans-credit/credit-cards,—,N/M,N/M,Consumer-only Visa (2.99% intro 6 cycles; $0 BT/CA fees). No business card; not in CFPB agreement DB.,0,N/M,None (business/commercial banking + merchant services referenced; no no-doc product),Membership required (LA County depts/orgs + 72 LA + 9 San Bernardino + 3 Kern + 1 Ventura communities + family; NO nationwide path),Not a card source,Consumer Visa only (no business card),SoCal / LA,Altadena,CU,MED-HIGH no business card (consumer-only; CFPB DB 404; site Cloudflare-blocked). SoCal-restricted FOM. 2026-05-29,firstcitycu.org/loans-credit/credit-cards + /about/how-to-join; ncuso.org; consumerfinance.gov (no agreement)
181,,"C3bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.88B,N/M,"Encinitas HQ (San Diego County) + San Marcos, Riverside, Nashville TN; OCC national charter",CA-HQ'd,—,❌ No card (commercial/CRE/SBA bank; business debit only),None,No,— (no business card),https://www.c3bank.com,—,N/M,N/M,N/M,0,N/M,None (commercial/CRE/SBA 504/7(a)/term/LOC full-doc),N/M,Not a card source,Business debit card only (no credit card),SoCal / San Diego,Encinitas,66,HIGH no-card (site product menu = deposits/loans/SBA only). 2026-05-29,"c3bank.com (business-loans, business-checking, locations); FDIC cert 25249"
182,,Nano Banc,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.87B,N/M,"Single-branch (Irvine, OC); historically Murrieta/Temecula (Riverside); SBA",CA-HQ'd,—,❌ No card (commercial lender + deposit/treasury; debit only),None,No,— (no business card),https://www.nanobanc.com,—,N/M,N/M,N/M,0,N/M,None (C&I/CRE/equipment/working-capital/LOC full-doc),N/M,Not a card source,None (business deposits + treasury mgmt + commercial lending; debit cards only),SoCal / Orange County,Irvine,68,HIGH no business card (homepage/business/treasury/lending pages all card-free). 2026-05-29,"nanobanc.com (business-accounts, lending, ci-lending); FDIC cert 58590"
183,,First Commercial Bank (USA),CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,$0.87B,N/M,8 branches; Alhambra HQ; subsidiary of First Commercial Bank (Taiwan); Taiwanese/Chinese-American (est 1997),CA-HQ'd,—,❌ No card (deposit + commercial/SBA lending; debit likely),None (NOTE: an 'Elan' search hit is a MISATTRIBUTION to IL 'FCB Banks' — not this bank),No,— (no business card),https://www.bankfcb.com,—,N/M,N/M,N/M,0,N/M,"None for business ('reduced-doc' program is RESIDENTIAL mortgage, not business; commercial/SBA/ABL full-doc)",N/M,Not a card source,None identified (deposit accounts + commercial/SBA/RE/mortgage loans; debit only),SoCal / LA (San Gabriel Valley),Alhambra,67,MED-HIGH no marketed credit card (all 3 product pages checked); Elan hit excluded as misattribution. 2026-05-29,"bankfcb.com (Commercial, Personal, Loans pages); FDIC cert 34496; dfpi.ca.gov"
