Sheet,Row_key,CERT_or_Charter,Assets_value,Deposits_value,As_of_date,Source,Match_method,Note
ibanknet,Enterprise Bank & Trust,CERT 27237,$17.20B,$14.66B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:27237,"name (legal name, unique FDIC match)","FDIC $K: ASSET=17,196,325 DEP=14,656,822 (Enterprise Bank & Trust, Clayton, MO); existing sheet Deposits value (4,811,960 $K) is CA-office SOD deposits, not total"
ibanknet,Washington Federal Bank,CERT 28088,$27.55B,$21.24B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:28088,CERT,"FDIC legal name now WaFd Bank (CERT 28088); FDIC $K: ASSET=27,552,061 DEP=21,241,331 (WaFd Bank, Seattle, WA); existing sheet Deposits value (3,886,981 $K) is CA-office SOD deposits, not total"
ibanknet,"Citizens Bank, National Association",CERT 57957,$227.13B,$186.85B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57957,"name (legal name, unique FDIC match)","FDIC $K: ASSET=227,134,099 DEP=186,851,400 (Citizens Bank, National Association, Providence, RI); existing sheet Deposits value (3,715,621 $K) is CA-office SOD deposits, not total"
ibanknet,"Mizrahi Tefahot Bank, Ltd.",CERT 33661,$6.84B,$4.38B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33661,"name (legal name, unique FDIC match)","FDIC $K: ASSET=6,838,922 DEP=4,382,472 (Mizrahi Tefahot Bank, Ltd., Los Angeles, CA); existing sheet Deposits value (3,309,713 $K) is CA-office SOD deposits, not total"
ibanknet,First Bank,CERT 12229,$6.69B,$5.94B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:12229,CERT,"First Bank (Creve Coeur/St. Louis, MO), CERT 12229 — the First Bank with CA branch network; FDIC $K: ASSET=6,691,682 DEP=5,937,676 (First Bank, St. Louis, MO); existing sheet Deposits value (3,168,933 $K) is CA-office SOD deposits, not total"
ibanknet,"Flagstar Bank, National Association",CERT 32541,$87.13B,$66.83B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32541,"name (legal name, unique FDIC match)","FDIC $K: ASSET=87,128,815 DEP=66,832,203 (Flagstar Bank, National Association, Hicksville, NY); existing sheet Deposits value (3,126,219 $K) is CA-office SOD deposits, not total"
ibanknet,Banner Bank,CERT 28489,$16.34B,$13.93B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:28489,"name (legal name, unique FDIC match)","FDIC $K: ASSET=16,338,071 DEP=13,928,915 (Banner Bank, Walla Walla, WA); existing sheet Deposits value (2,610,504 $K) is CA-office SOD deposits, not total"
ibanknet,Sunwest Bank,CERT 20164,$4.27B,$3.45B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:20164,"name (legal name, unique FDIC match)","FDIC $K: ASSET=4,270,088 DEP=3,453,866 (Sunwest Bank, Sandy, UT); existing sheet Deposits value (2,421,811 $K) is CA-office SOD deposits, not total"
ibanknet,MidFirst Bank,CERT 4063,$42.11B,$24.69B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:4063,"name (legal name, unique FDIC match)","FDIC $K: ASSET=42,109,827 DEP=24,689,384 (MidFirst Bank, Oklahoma City, OK); existing sheet Deposits value (2,259,863 $K) is CA-office SOD deposits, not total"
ibanknet,The Northern Trust Company,CERT 913,$173.84B,$142.29B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:913,"name (legal name, unique FDIC match)","FDIC $K: ASSET=173,842,608 DEP=142,285,087 (The Northern Trust Company, Chicago, IL); existing sheet Deposits value (2,223,820 $K) is CA-office SOD deposits, not total"
ibanknet,"EverBank, National Association",CERT 34775,$47.23B,$37.69B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34775,"name (legal name, unique FDIC match)","FDIC $K: ASSET=47,232,699 DEP=37,687,611 (EverBank, National Association, Jacksonville, FL); existing sheet Deposits value (2,199,297 $K) is CA-office SOD deposits, not total"
ibanknet,Valley National Bank,CERT 9396,$64.39B,$52.96B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:9396,"name (legal name, unique FDIC match)","FDIC $K: ASSET=64,388,074 DEP=52,955,541 (Valley National Bank, Passaic, NJ); existing sheet Deposits value (1,697,582 $K) is CA-office SOD deposits, not total"
ibanknet,HomeStreet Bank,CERT 1768,$21.40B,$18.25B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:1768,CERT,"HomeStreet Bank merged into Mechanics Bank (CERT 1768) in 2025; figures are Mechanics Bank; FDIC $K: ASSET=21,403,986 DEP=18,251,541 (Mechanics Bank, Walnut Creek, CA); existing sheet Deposits value (1,400,139 $K) is CA-office SOD deposits, not total"
ibanknet,"UMB Bank, National Association",CERT 8273,$72.35B,$60.33B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:8273,"name (legal name, unique FDIC match)","FDIC $K: ASSET=72,349,509 DEP=60,331,165 (UMB Bank, National Association, Kansas City, MO); existing sheet Deposits value (1,202,740 $K) is CA-office SOD deposits, not total"
ibanknet,"Industrial and Commercial Bank of China USA, National Association",CERT 24387,$2.86B,$2.27B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:24387,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,864,973 DEP=2,273,913 (Industrial and Commercial Bank of China USA, National Association, New York, NY); existing sheet Deposits value (908,379 $K) is CA-office SOD deposits, not total"
ibanknet,Israel Discount Bank of New York,CERT 19977,$13.99B,$11.94B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:19977,"name (legal name, unique FDIC match)","FDIC $K: ASSET=13,986,756 DEP=11,938,804 (Israel Discount Bank of New York, New York, NY); existing sheet Deposits value (840,384 $K) is CA-office SOD deposits, not total"
ibanknet,"Golden Bank, National Association",CERT 26223,$2.25B,$1.89B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26223,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,248,800 DEP=1,886,424 (Golden Bank, National Association, Houston, TX); existing sheet Deposits value (630,355 $K) is CA-office SOD deposits, not total"
ibanknet,Habib American Bank,CERT 25093,$2.98B,$2.58B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:25093,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,977,085 DEP=2,577,829 (Habib American Bank, New York, NY); existing sheet Deposits value (612,187 $K) is CA-office SOD deposits, not total"
ibanknet,Cornerstone Community Bank,CERT 58411,$658.1M,$581.0M,2025-06-30,https://api.fdic.gov/banks/institutions?filters=CERT:58411,CERT,"Charter inactive 2025-07-01 (acquired by Plumas Bank); last reported figures; FDIC $K: ASSET=658,098 DEP=580,953 (Cornerstone Community Bank, Red Bluff, CA); existing sheet Deposits value (580,953 $K) is CA-office SOD deposits, not total"
ibanknet,Woori America Bank,CERT 24920,$4.04B,$3.47B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:24920,"name (legal name, unique FDIC match)","FDIC $K: ASSET=4,041,585 DEP=3,467,016 (Woori America Bank, New York, NY); existing sheet Deposits value (572,636 $K) is CA-office SOD deposits, not total"
ibanknet,Shinhan Bank America,CERT 33188,$1.97B,$1.66B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33188,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,972,804 DEP=1,664,812 (Shinhan Bank America, New York, NY); existing sheet Deposits value (478,280 $K) is CA-office SOD deposits, not total"
ibanknet,OneUnited Bank,CERT 23966,$609.0M,$481.9M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23966,"name (legal name, unique FDIC match)","FDIC $K: ASSET=609,027 DEP=481,925 (OneUnited Bank, Boston, MA); existing sheet Deposits value (476,360 $K) is CA-office SOD deposits, not total"
ibanknet,American First National Bank,CERT 34656,$2.86B,$2.43B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34656,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,864,702 DEP=2,434,036 (American First National Bank, Houston, TX); existing sheet Deposits value (419,284 $K) is CA-office SOD deposits, not total"
ibanknet,Amalgamated Bank,CERT 622,$9.17B,$8.21B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:622,"name (legal name, unique FDIC match)","FDIC $K: ASSET=9,168,378 DEP=8,211,513 (Amalgamated Bank, New York, NY); existing sheet Deposits value (397,338 $K) is CA-office SOD deposits, not total"
ibanknet,Community Valley Bank,CERT 58500,$324.7M,$285.5M,2025-06-30,https://api.fdic.gov/banks/institutions?filters=CERT:58500,CERT,"Charter inactive 2026-03-31 (merger); last reported figures; FDIC $K: ASSET=324,699 DEP=285,457 (Community Valley Bank, El Centro, CA); existing sheet Deposits value (285,457 $K) is CA-office SOD deposits, not total"
ibanknet,"City First Bank, National Association",CERT 34352,$1.42B,$1.14B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34352,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,424,577 DEP=1,142,340 (City First Bank, National Association, Washington, DC); existing sheet Deposits value (254,982 $K) is CA-office SOD deposits, not total"
ibanknet,"Sunflower Bank, National Association",CERT 4767,$8.55B,$7.15B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:4767,"name (legal name, unique FDIC match)","FDIC $K: ASSET=8,553,297 DEP=7,151,046 (Sunflower Bank, National Association, Dallas, TX); existing sheet Deposits value (209,727 $K) is CA-office SOD deposits, not total"
ibanknet,TIB National Association,CERT 23647,$3.00B,$2.46B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23647,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,999,669 DEP=2,455,242 (TIB National Association, Farmers Branch, TX); existing sheet Deposits value (174,070 $K) is CA-office SOD deposits, not total"
ibanknet,Southwestern National Bank,CERT 34319,$1.39B,$1.21B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34319,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,386,995 DEP=1,212,908 (Southwestern National Bank, Houston, TX); existing sheet Deposits value (174,025 $K) is CA-office SOD deposits, not total"
ibanknet,Safra National Bank of New York,CERT 26876,$12.15B,$10.40B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26876,"name (legal name, unique FDIC match)","FDIC $K: ASSET=12,154,963 DEP=10,397,024 (Safra National Bank of New York, New York, NY); existing sheet Deposits value (173,127 $K) is CA-office SOD deposits, not total"
ibanknet,"SoFi Bank, National Association",CERT 26881,$49.67B,$42.32B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26881,"name (legal name, unique FDIC match)","FDIC $K: ASSET=49,667,835 DEP=42,321,604 (SoFi Bank, National Association, Cottonwood Heights, UT); existing sheet Deposits value (167,233 $K) is CA-office SOD deposits, not total"
ibanknet,Beal Bank USA,CERT 57833,$13.03B,$3.67B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57833,"name (legal name, unique FDIC match)","FDIC $K: ASSET=13,025,805 DEP=3,670,887 (Beal Bank USA, Las Vegas, NV); existing sheet Deposits value (163,167 $K) is CA-office SOD deposits, not total"
ibanknet,Wallis Bank,CERT 20845,$1.40B,$1.20B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:20845,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,398,702 DEP=1,200,595 (Wallis Bank, Wallis, TX); existing sheet Deposits value (108,598 $K) is CA-office SOD deposits, not total"
ibanknet,Monet Bank,CERT 32574,$3.17B,$947.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32574,"name (legal name, unique FDIC match)","FDIC $K: ASSET=3,168,602 DEP=947,311 (Monet Bank, Plano, TX); existing sheet Deposits value (60,278 $K) is CA-office SOD deposits, not total"
ibanknet,Bank of Guam,CERT 20884,$3.14B,$2.87B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:20884,"name (legal name, unique FDIC match)","FDIC $K: ASSET=3,142,342 DEP=2,867,856 (Bank of Guam, Hagatna, GU); existing sheet Deposits value (53,145 $K) is CA-office SOD deposits, not total"
ibanknet,Citizens National Bank of Texas,CERT 5574,$2.11B,$1.81B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:5574,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,109,952 DEP=1,807,591 (Citizens National Bank of Texas, Waxahachie, TX); existing sheet Deposits value (33,108 $K) is CA-office SOD deposits, not total"
ibanknet,First IC Bank,CERT 34998,$1.24B,$917.8M,2025-09-30,https://api.fdic.gov/banks/institutions?filters=CERT:34998,CERT,"Charter inactive 2025-12-01 (acquired); last reported figures; FDIC $K: ASSET=1,243,029 DEP=917,826 (First IC Bank, Doraville, GA); existing sheet Deposits value (31,528 $K) is CA-office SOD deposits, not total"
ibanknet,CIBC Bank USA,CERT 33306,$65.13B,$50.96B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33306,"name (legal name, unique FDIC match)","FDIC $K: ASSET=65,130,106 DEP=50,964,108 (CIBC Bank USA, Chicago, IL); existing sheet Deposits value (16,966 $K) is CA-office SOD deposits, not total"
ibanknet,CIBC National Trust Company,CERT 91325,$398.5M,$1.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:91325,"name (legal name, unique FDIC match)","FDIC $K: ASSET=398,477 DEP=1,337 (CIBC National Trust Company, Atlanta, GA); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,First Western Trust Bank,CERT 57607,$3.24B,$2.85B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57607,"name (legal name, unique FDIC match)","FDIC $K: ASSET=3,238,793 DEP=2,849,971 (First Western Trust Bank, Denver, CO); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,"Wilmington Trust, National Association",CERT 34069,$759.5M,$5.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34069,"name (legal name, unique FDIC match)","FDIC $K: ASSET=759,503 DEP=4,991 (Wilmington Trust, National Association, Wilmington, DE); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,The Bank of New York Mellon,CERT 639,$467.35B,$419.72B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:639,"name (legal name, unique FDIC match)","FDIC $K: ASSET=467,349,000 DEP=419,724,000 (The Bank of New York Mellon, New York, NY); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,"LendingClub Bank, National Association",CERT 32551,$11.85B,$10.28B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32551,"name (legal name, unique FDIC match)","FDIC $K: ASSET=11,845,708 DEP=10,282,601 (LendingClub Bank, National Association, Lehi, UT); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,"BNY Mellon, National Association",CERT 7946,$30.92B,$26.14B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:7946,"name (legal name, unique FDIC match)","FDIC $K: ASSET=30,917,000 DEP=26,135,000 (BNY Mellon, National Association, Pittsburgh, PA); existing sheet Deposits value (0 $K) is CA-office SOD deposits, not total"
ibanknet,WOORI BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$7.46B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_44769,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 7,461,409; total deposits not published on reachable ibanknet page"
ibanknet,MUFG BK LOS ANGELES BR,N/A (no FDIC cert; FFIEC 002 filer),"$3.91B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_112967,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 3,913,711; total deposits not published on reachable ibanknet page"
ibanknet,BANK OF CHINA LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$3.14B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1218361,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 3,138,633; total deposits not published on reachable ibanknet page"
ibanknet,ADYEN NV SAN FRANCISCO BR,N/A (no FDIC cert; FFIEC 002 filer),"$2.38B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_5616273,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 2,376,702; total deposits not published on reachable ibanknet page"
ibanknet,E SUN CMRL BK LOS ANGELES BR,N/A (no FDIC cert; FFIEC 002 filer),"$2.29B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2929851,ibanknet row (office),"FFIEC 002 branch/agency office, City Of Industry, CA; office assets $K: 2,293,367; total deposits not published on reachable ibanknet page"
ibanknet,BANK OF E ASIA LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.55B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1858990,ibanknet row (office),"FFIEC 002 branch/agency office, Alhambra, CA; office assets $K: 1,547,894; total deposits not published on reachable ibanknet page"
ibanknet,LAND BK OF TAIWAN LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.43B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2614009,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,426,734; total deposits not published on reachable ibanknet page"
ibanknet,FIRST CMRL BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.34B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1438963,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,344,900; total deposits not published on reachable ibanknet page"
ibanknet,CHANG HWA CMRL BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.34B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1488771,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,340,859; total deposits not published on reachable ibanknet page"
ibanknet,STATE BK OF INDIA LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.27B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_116068,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,267,285; total deposits not published on reachable ibanknet page"
ibanknet,BANK SINOPAC LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.14B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2826062,ibanknet row (office),"FFIEC 002 branch/agency office, Pasadena, CA; office assets $K: 1,141,570; total deposits not published on reachable ibanknet page"
ibanknet,HUA NAN CMRL BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$1.09B (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1437014,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,088,880; total deposits not published on reachable ibanknet page"
ibanknet,TAIWAN CO-OP BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$961.3M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2361077,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 961,279; total deposits not published on reachable ibanknet page"
ibanknet,BANK OF TAIWAN LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$916.9M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2045809,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 916,923; total deposits not published on reachable ibanknet page"
ibanknet,MEGA INTL CMRL BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$913.7M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_683663,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 913,677; total deposits not published on reachable ibanknet page"
ibanknet,MEGA INTL CMRL SILICON VALL BR,N/A (no FDIC cert; FFIEC 002 filer),"$835.3M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1395374,ibanknet row (office),"FFIEC 002 branch/agency office, San Jose, CA; office assets $K: 835,263; total deposits not published on reachable ibanknet page"
ibanknet,TAIWAN BUS BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$749.8M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2066121,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 749,822; total deposits not published on reachable ibanknet page"
ibanknet,SHANGHAI CMRL BK SF BR,N/A (no FDIC cert; FFIEC 002 filer),"$614.1M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_748665,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 614,107; total deposits not published on reachable ibanknet page"
ibanknet,CHINA CITIC BK INTL LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$542.7M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_806864,ibanknet row (office),"FFIEC 002 branch/agency office, Alhambra, CA; office assets $K: 542,745; total deposits not published on reachable ibanknet page"
ibanknet,SHANGHAI CMRL BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$338.3M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1869352,ibanknet row (office),"FFIEC 002 branch/agency office, Alhambra, CA; office assets $K: 338,338; total deposits not published on reachable ibanknet page"
ibanknet,BANK OF CMNTNS SF BR,N/A (no FDIC cert; FFIEC 002 filer),"$220.9M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_4357225,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 220,896; total deposits not published on reachable ibanknet page"
ibanknet,CMB WING LUNG BK LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$146.6M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_571564,ibanknet row (office),"FFIEC 002 branch/agency office, Irvine, CA; office assets $K: 146,587; total deposits not published on reachable ibanknet page"
ibanknet,BANK OF INDIA SF AGY,N/A (no FDIC cert; FFIEC 002 filer),"$138.7M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_731667,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 138,714; total deposits not published on reachable ibanknet page"
ibanknet,CMB WING LUNG BK SF BR,N/A (no FDIC cert; FFIEC 002 filer),"$131.4M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_4725141,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 131,405; total deposits not published on reachable ibanknet page"
ibanknet,PHILIPPINE NB LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$49.5M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_746568,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 49,496; total deposits not published on reachable ibanknet page"
ibanknet,SUMITOMO MITSUI BKG CORP LA BR,N/A (no FDIC cert; FFIEC 002 filer),"$3.1M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1163162,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 3,063; total deposits not published on reachable ibanknet page"
ibanknet,MIZUHO BK LOS ANGELES BR,N/A (no FDIC cert; FFIEC 002 filer),"$2.1M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_109565,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 2,067; total deposits not published on reachable ibanknet page"
ibanknet,OVERSEA-CHINESE BKG LA AGY,N/A (no FDIC cert; FFIEC 002 filer),"$1.1M (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1418107,ibanknet row (office),"FFIEC 002 branch/agency office, Los Angeles, CA; office assets $K: 1,134; total deposits not published on reachable ibanknet page"
ibanknet,SUMITOMO MITSUI BKG CORP SF BR,N/A (no FDIC cert; FFIEC 002 filer),"$0 (office-level, already in sheet)",N/A (FFIEC 002 office; ibanknet fast-facts shows assets only — detailed RAL report is behind a captcha),2026-03-31,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_875365,ibanknet row (office),"FFIEC 002 branch/agency office, San Francisco, CA; office assets $K: 0; total deposits not published on reachable ibanknet page"
