TIER,WEIGHT,Bank,City,CERT,Deposits_$K,CardLoans_$K,RAIL,Card_products,Application_link,Apply_method,BizCard_page_URL,Confidence,Rail_evidence,Source_links
5. ELAN (U.S. Bank agent),66,"PyraMax Bank, FSB",Greenfield,29120,402723,0,ELAN,Business credit cards - Small Business / Company / Community card options with and without rewards (uChoose Rewards),https://creditcardlearnmore.com/,Online self-serve via Elan creditcardlearnmore.com (bank-specific deep link not exposed on page),https://pyramaxbank.com/commercial-cards.html,VERIFIED-own-page,"Own commercial-cards page discloses verbatim: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated."" Learn-more/apply link on creditcardlearnmore.com (Elan)",https://pyramaxbank.com/commercial-cards.html | https://pyramaxbank.com/credit-cards.html
5. ELAN (U.S. Bank agent),66,Woodford State Bank,Monroe,10011,393758,0,ELAN,Business credit cards (Elan suite),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00912&ecid=OTHE_25940,online,https://woodfordstatebank.com/business-credit-cards.html,VERIFIED-own-page,Business credit card page's only apply/learn-more link is https://creditcardlearnmore.com/11t3/index?ecdma-lc=00912&ecid=OTHE_25940 (Elan agent-bank application domain); bank directs lost-card calls to Elan at 800-558-3424. No TCM/mycommunitycc reference.,https://woodfordstatebank.com/business-credit-cards.html | https://woodfordstatebank.com/credit-cards.html
5. ELAN (U.S. Bank agent),66,BLC Community Bank,Little Chute,11608,387184,0,ELAN,Elan Visa business cards - low rate / cash back / flexible rewards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=36082&ecid=OTHE_25940#business,Online self-serve via Elan portal; phone (920) 788-4141,https://www.blccb.com/business/loans/business-credit-cards,VERIFIED-own-page,"Own business-card page discloses: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated."" Learn-more/apply = creditcardlearnmore.com#business",https://www.blccb.com/business/loans/business-credit-cards
5. ELAN (U.S. Bank agent),66,Oostburg State Bank,Oostburg,10380,380755,0,ELAN,Business credit cards - low rate / cash back / flexible rewards (names not itemized),https://creditcardlearnmore.com/11t3/index?ecdma-lc=27395&ecid=OTHE_25940,Online self-serve (Apply Now to Elan portal),https://www.oostburgstate.bank/business-credit-cards,VERIFIED-own-page,"Own page discloses: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated."" Apply Now = creditcardlearnmore.com (lc=27395); servicing = myaccountaccess.com",https://www.oostburgstate.bank/business-credit-cards
5. ELAN (U.S. Bank agent),66,First Citizens State Bank,Whitewater,11228,370088,0,ELAN,Visa Business Card; Visa Business Travel / Rewards card (unlimited 1% cash back),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00256&ecid=OTHE_25940,Online self-serve (Elan creditcardlearnmore.com),https://www.firstcitizensww.com/Business-Card-Services.aspx,VERIFIED-own-page,"Own Business Card Services page's apply link points to Elan's application portal creditcardlearnmore.com (ecdma-lc=00256); page uses Elan business-card boilerplate (low rate / cash back / flexible rewards, company card employee spend controls). No TCM/mycommunitycc.com.",https://www.firstcitizensww.com/Business-Card-Services.aspx
5. ELAN (U.S. Bank agent),66,American National Bank - Fox Cities,Appleton,33812,366383,0,ELAN,Business credit cards (Elan: low rate / cash back / flexible rewards),https://www.mycardapply.com/synindex/?ecdma-lc=36059&ecid=OTHE_25940&offertype=0#business,Online self-serve via Elan mycardapply portal,https://www.anbfc.bank/business-banking/business-credit-cards/,VERIFIED-own-page,"Own business credit cards page names ""Elan Financial Services"" as ""the creditor and issuer of these cards"" under Visa U.S.A. Inc. and Mastercard International licenses; apply portal is Elan's mycardapply.com (ecdma-lc=36059)",https://www.anbfc.bank/business-banking/business-credit-cards/
5. ELAN (U.S. Bank agent),66,Bank of Mauston,Mauston,12327,362417,0,ELAN,Business low rate / cash back / flexible rewards Elan cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=00316&ecid=OTHE_25940,Online self-serve (Elan portal),https://www.thebankofmauston.com/business-credit-cards/,VERIFIED-own-page,"Own business credit card page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard international incorporated."" Existing-cardholder link = myaccountaccess.com.",https://www.thebankofmauston.com/business-credit-cards/
5. ELAN (U.S. Bank agent),56,The Bank of Brodhead,Brodhead,2455,336872,0,ELAN,Commercial Cards; Business/Agriculture Credit Cards,https://www.mycardapply.com/synindex/?ecdma-lc=36076&ecid=OTHE_25940&offertype=0#business,Online self-serve (apply via mycardapply.com),https://www.bankofbrodhead.com/business/payment-solutions,INFERRED,Own business payment-solutions page apply links go to https://www.mycardapply.com/synindex/?ecdma-lc=36076&ecid=OTHE_25940&offertype=0#business - mycardapply.com is Elan Financial Services' application portal (same ecid/OTHE_25940 Elan referral scheme). No TCM/mycommunitycc reference on page,https://www.bankofbrodhead.com/business/payment-solutions
5. ELAN (U.S. Bank agent),66,Sterling Bank,Barron,6195,318906,0,ELAN,"Elan Visa Platinum Travel, Visa Platinum, Visa Classic, College Visa Classic; VISA Purchasing card (business, up to 1.25% cash rebate)",https://creditcardlearnmore.com/11t3/index?ecdma-lc=362&ecid=OTHE_25940,Online self-serve via Elan creditcardlearnmore portal; business purchasing card via banker,https://www.sterlingbank.ws/credit-cards/,VERIFIED-own-page,"Own credit cards page: cards offered ""through Elan Financial Services"" (Elan Visa Platinum Travel / Platinum / Classic / College Classic listed); apply via creditcardlearnmore.com?ecdma-lc=362; existing accounts at myaccountaccess.com. Site also markets a VISA Purchasing card for mid/large business (Elan program).",https://www.sterlingbank.ws/credit-cards/ | https://www.sterlingbank.ws/
5. ELAN (U.S. Bank agent),66,Wolf River Community Bank,Hortonville,34240,307443,0,ELAN,Business credit card options (Elan suite; no bank-specific product names listed),https://creditcardlearnmore.com/11t3/index?ecdma-lc=01991&ecid=OTHE_25940,online,https://www.wolfriverbank.com/business/business-credit-cards/,VERIFIED-own-page,"Own business-credit-card page disclosure: 'The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated.' Only apply/learn-more link is https://creditcardlearnmore.com/11t3/index?ecdma-lc=01991&ecid=OTHE_25940. Site returns 403 to plain curl; read via rendering fetch of the bank's own page.",https://www.wolfriverbank.com/business/business-credit-cards/ | https://www.wolfriverbank.com/personal/credit-cards/
5. ELAN (U.S. Bank agent),66,Fox Valley Savings Bank,Fond Du Lac,29188,304022,78,ELAN,Business Visa credit cards - low rate / cash back / flexible rewards,https://www.mycardapply.com/synindex?ecdma-lc=664&ecid=OTHE_25940&offertype=0,Online self-serve (apply via Elan portal),https://www.fvsbank.com/business/business-visa-credit-card/,VERIFIED-own-page,"Own page discloses: ""The creditor and issuer of these cards is Elan Financial Services."" Apply = mycardapply.com (lc=664) and creditcardlearnmore.com; access = myaccountaccess.com theme=elan0",https://www.fvsbank.com/business/business-visa-credit-card/
5. ELAN (U.S. Bank agent),66,"The Equitable Bank, S.S.B.",Wauwatosa,28614,296086,60,ELAN,Business credit cards (Elan: low rate / cash back / flexible rewards),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00557&OTHE_25940,Online self-serve via Elan creditcardlearnmore portal,https://www.theequitablebank.com/Business-Banking/Services/Business-Services,VERIFIED-own-page,"Own business services page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated.""; servicing at myaccountaccess.com",https://www.theequitablebank.com/Business-Banking/Services/Business-Services
5. ELAN (U.S. Bank agent),66,The First National Bank of River Falls,River Falls,5364,287909,64,ELAN,Business credit cards (Elan suite),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00197&ecid=OTHE_25940,online,https://www.fnbrf.com/business/business-services/,VERIFIED-own-page,"Own business-services page disclosure: 'The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc, and Mastercard International incorporated.' Apply link -> creditcardlearnmore.com/11t3/index?ecdma-lc=00197; servicing myaccountaccess.com?theme=elan0&loc=197",https://www.fnbrf.com/business/business-services/ | https://www.fnbrf.com/business/business-accounts/
5. ELAN (U.S. Bank agent),66,Laona State Bank,Laona,11601,265231,0,ELAN,Business credit cards (Elan: low rate / cash back / flexible rewards),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00347&ecid=OTHE_25940,Online self-serve via Elan creditcardlearnmore portal,https://www.laonastatebank.com/lending/business/commercial-loans,VERIFIED-own-page,"Business lending page carries business credit card block with disclosure: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated.""; Apply Now -> creditcardlearnmore.com?ecdma-lc=00347. No TCM/mycommunitycc.com.",https://www.laonastatebank.com/lending/business/commercial-loans | https://laonastatebank.com/lending/consumer/consumer-loans
5. ELAN (U.S. Bank agent),66,The Peshtigo National Bank,Peshtigo,5317,257112,0,ELAN,Elan Visa & American Express cards (business cards not separately named),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00086&ecid=OTHE_25940,Online self-serve (Learn More/Apply) or branch/phone 888-550-4512,https://pnbwi.com/credit-cards.html,VERIFIED-own-page,"Own credit-cards page discloses Elan Financial Services as ""the creditor and issuer of these cards, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated."" Learn More/apply = creditcardlearnmore.com (lc=00086); business cardmember service 1-866-552-8855 (Elan business line)",https://pnbwi.com/credit-cards.html
5. ELAN (U.S. Bank agent),66,Collins State Bank,Collins,14914,254468,25,ELAN,Credit cards for personal and business needs (product names not listed),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00493&ecid=OTHE_25940,Online self-serve (Elan creditcardlearnmore.com),https://www.collinsstatebank.com/Loans/Credit-Cards,VERIFIED-own-page,Own credit-cards page (personal + business) apply/learn-more link is Elan's portal https://creditcardlearnmore.com/11t3/index?ecdma-lc=00493&ecid=OTHE_25940 with third-party-site leaving notice. No TCM/mycommunitycc.com.,https://www.collinsstatebank.com/Loans/Credit-Cards
5. ELAN (U.S. Bank agent),66,The Farmers State Bank of Waupaca,Waupaca,13033,242233,44,ELAN,Business low rate / cash back / flexible rewards cards (Visa Business Reporting tool),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00202&ecid=OTHE_25940,Online self-serve (Elan portal),https://fsbwaupaca.com/business-credit-cards.html,VERIFIED-own-page,"Own business credit card page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated.""",https://fsbwaupaca.com/business-credit-cards.html
5. ELAN (U.S. Bank agent),66,Nekoosa Port Edwards State Bank,Nekoosa,2482,241762,28,ELAN,"Business credit cards - low rate, cash back, flexible rewards (Elan suite)",https://creditcardlearnmore.com/11t3/index?ecdma-lc=541&ecid=OTHE_25940,online,https://www.npesb.bank/business-banking/business-credit-card-accounts/,VERIFIED-own-page,"Own business-credit-card page: 'The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc.' Apply link -> creditcardlearnmore.com/11t3/index?ecdma-lc=541&ecid=OTHE_25940; servicing myaccountaccess.com",https://www.npesb.bank/business-banking/business-credit-card-accounts/
5. ELAN (U.S. Bank agent),56,Bank of Deerfield,Deerfield,2477,223733,157,ELAN,Business credit cards from Visa (two options; names not published),https://www.mycardapply.com/synindex?ecdma-lc=35989&ecid=OTHE_25940&offertype=0#business,Online self-serve via Elan portal; page also invites contacting the bank,https://www.bankofdeerfield.bank/business-banking/credit-cards-merchant-processing,INFERRED,Own business credit card page's apply link = https://www.mycardapply.com/synindex?ecdma-lc=35989&ecid=OTHE_25940&offertype=0#business (Elan application portal) and page also links cardholder access myaccountaccess.com (Elan). No TCM/mycommunitycc reference; no explicit issuer sentence on page,https://www.bankofdeerfield.bank/business-banking/credit-cards-merchant-processing
5. ELAN (U.S. Bank agent),66,Partners Bank of Wisconsin,Marshfield,12513,218216,67,ELAN,Business low rate / cash back / flexible rewards cards,https://www.mycardapply.com/synindex/?ecdma-lc=00208&ecid=OTHE_25940&offertype=0,Online self-serve (Elan portal),https://www.partnersbankwi.com/business/business-credit-cards/,VERIFIED-own-page,"Own business credit card page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc."" (and Mastercard variant). Apply link is mycardapply.com (Elan application host).",https://www.partnersbankwi.com/business/business-credit-cards/
5. ELAN (U.S. Bank agent),66,First Federal Bank of Wisconsin,Waukesha,30422,211664,0,ELAN,"Business/commercial credit cards - low rate, cash back, flexible rewards (Elan suite)",https://creditcardlearnmore.com/11t3/index?ecdma-lc=1260&ecid=OTHE_25940#business,online,https://www.firstfederalwisconsin.com/commercial-banking/commercial-credit-cards/,VERIFIED-own-page,"Own commercial-credit-cards page disclosure: 'The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc.' plus 'Elan Financial Services provides zero fraud liability...'. Apply link -> creditcardlearnmore.com/11t3/index?ecdma-lc=1260&ecid=OTHE_25940#business",https://www.firstfederalwisconsin.com/commercial-banking/commercial-credit-cards/ | https://www.firstfederalwisconsin.com/card-management/
5. ELAN (U.S. Bank agent),66,Security Bank,New Auburn,10015,204562,40,ELAN,Elan VISA business credit cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=00859&ecid=OTHE_25940,Online self-serve via Elan portal,https://www.securityonlinebank.com/Business-Loans#Credit-Cards,VERIFIED-own-page,"Own Business Loans page: ""Choose from a variety of VISA Credit cards, each designed to match your financial needs."" with Learn More going to creditcardlearnmore.com/11t3/index?ecdma-lc=00859&ecid=OTHE_25940 (Elan); site also links elancard.com/cgi_w/cfm/elancard/index.cfm?loc=0405&theme=elan1",https://www.securityonlinebank.com/Business-Loans | https://www.securityonlinebank.com/
5. ELAN (U.S. Bank agent),66,Cleveland State Bank,Cleveland,9517,203884,64,ELAN,Business credit cards - low rate / cash back / flexible rewards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=337&ecid=OTHE_25940#business,Online self-serve (Learn More or Apply Now),https://clevelandstate.bank/business-banking/business-credit-cards/,VERIFIED-own-page,"Own page discloses: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated."" Apply = creditcardlearnmore.com (lc=337); access = myaccountaccess.com theme=elan1&loc=00337",https://clevelandstate.bank/business-banking/business-credit-cards/
5. ELAN (U.S. Bank agent),62,Pillar Bank,Baldwin,5336,194972,0,ELAN,Business credit cards (Elan: low rate / cash back / flexible rewards),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00512&ecid=OTHE_25940,Online self-serve via Elan creditcardlearnmore portal,https://www.pillar.bank/business/#accordion-Credit-Cards,VERIFIED-own-page,"Own business page Credit Cards accordion states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc.""; LEARN MORE -> creditcardlearnmore.com?ecdma-lc=00512. No TCM/mycommunitycc.com. (Pillar Bank = former First Bank of Baldwin, CERT 5336.)",https://www.pillar.bank/business/ | https://www.pillar.bank/
5. ELAN (U.S. Bank agent),62,Community Bank of Cameron,Cameron,12349,193214,0,ELAN,"Business credit cards - low rate, cash back, flexible rewards (Elan suite); no bank-specific names",https://www.mycardapply.com/synindex/?ecdma-lc=00478&ecid=OTHE_25940&offertype=0,online,https://www.communitybankwi.com/credit-cards/,VERIFIED-own-page,"NOT TCM. Own /credit-cards/ page: 'Compare Credit Card Options' button -> https://www.mycardapply.com/synindex/?ecdma-lc=00478&ecid=OTHE_25940&offertype=0 (Elan application platform, same ecid=OTHE_25940 as other Elan agent banks) and 'Manage Your Existing Card' -> myaccountaccess.com/onlineCard/login.do. Former page /business-banking/business-credit-cards/ (now 404) carried Elan business-card boilerplate: 'popular business credit card options such as low rate, cash back or flexible rewards... No fee for additional employee cards'. No mycommunitycc/TCM reference.","https://www.communitybankwi.com/credit-cards/ | https://www.communitybankwi.com/business-banking/business-credit-cards/ (404, via search snippet)"
5. ELAN (U.S. Bank agent),37,Bank of Milton,Milton,11232,193050,72,ELAN,Visa Credit Cards through Elan (business card not separately named),"None - branch only (""""Stop in and we can help pick a card that's right for you"""")",Branch,https://www.bankofmilton.com/convenience-services/,VERIFIED-own-page,"Own Convenience Services page states: ""We offer Visa Credit Cards through Elan."" and links Credit Card Account Access to myaccountaccess.com (Elan servicing). Apply = ""Stop in and we can help pick a card that's right for you."" No separate business-card product page",https://www.bankofmilton.com/convenience-services/ | https://www.myaccountaccess.com/onlineCard/login.do
5. ELAN (U.S. Bank agent),62,"Paper City Savings Bank, S.A.",Wisconsin Rapids,29676,174001,0,ELAN,"Business Visa/Mastercard credit cards (Elan suite); consumer line includes Platinum, Everyday Rewards, Travel Rewards",https://creditcardlearnmore.com/11t3/index?ecdma-lc=25063&ecid=OTHE_25940#business,online,https://www.pcs.bank/lending-center/business-lending/business-credit-cards,VERIFIED-own-page,"Own business-credit-cards page disclosure: 'Visa: The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc.' / 'Mastercard: The creditor and issuer...'. Apply link -> creditcardlearnmore.com/11t3/index?ecdma-lc=25063&ecid=OTHE_25940#business",https://www.pcs.bank/lending-center/business-lending/business-credit-cards | https://www.pcs.bank/personal/banking-services/credit-cards
5. ELAN (U.S. Bank agent),62,Farmers & Merchants Bank & Trust,Marinette,10382,146621,0,ELAN,Business low rate / cash back / flexible rewards Visa cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=00157&ecid=OTHE_25940,Online self-serve (Elan portal),https://www.fmmarinette.com/lending/business-credit-cards,VERIFIED-own-page,"Own business credit card page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc., and Mastercard International Incorporated.""",https://www.fmmarinette.com/lending/business-credit-cards
5. ELAN (U.S. Bank agent),62,The Bank of Kaukauna,Kaukauna,15228,144249,25,ELAN,Elan Business Cash Preferred; Business Real Rewards (plus consumer Travel/Reserve Rewards Plus),https://creditcardlearnmore.com/11t3/index?ecdma-lc=00596&ecid=OTHE_25940,Online self-serve via Elan portal,https://www.bankofkaukauna.com/business/,VERIFIED-own-page,Own site links credit cards to creditcardlearnmore.com/11t3/index?ecdma-lc=00596&ecid=OTHE_25940 which is branded Elan Financial Services and exposes business products business-cash-preferred and business-real-rewards for loc 00596; servicing = myaccountaccess.com?theme=elan3&loc=00596. Business Credit Cards listed in business services,https://www.bankofkaukauna.com/ | https://creditcardlearnmore.com/11t3/index?ecdma-lc=00596&ecid=OTHE_25940
5. ELAN (U.S. Bank agent),62,GreenLeaf Bank,Greenleaf,12661,131580,0,ELAN,VISA Business Cash Card; VISA Business Bonus Rewards Card; VISA Business Bonus Rewards Card Plus,https://online1.elancard.com/oad/begin?locationCode=0554,Online self-serve (Elan online1.elancard.com application),https://www.greenleaf.bank/business/commercial-loans/business-credit-cards,VERIFIED-own-page,"Own business-credit-cards page discloses verbatim: ""The creditor and issuer of these Cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc."" Direct online application on Elan's online1.elancard.com (locationCode=0554) plus creditcardlearnmore.com learn-more link. No TCM/mycommunitycc.com.",https://www.greenleaf.bank/business/commercial-loans/business-credit-cards
5. ELAN (U.S. Bank agent),52,Bank of Cashton,Cashton,12325,126026,0,ELAN,Credit cards via Elan portal (no business-specific product page named),https://www.mycardapply.com/synindex?ecdma-lc=01536&ecid=OTHE_25940&offertype=0,online,https://www.bankofcashton.bank/loans/business-loans/,INFERRED,"NOT TCM. Site-wide the only card application is 'Credit Card Application Apply Now' -> https://www.mycardapply.com/synindex?ecdma-lc=01536&ecid=OTHE_25940&offertype=0 (Elan agent-bank application platform; same ecid=OTHE_25940 as confirmed Elan banks incl. Park Bank, whose button markup is labeled 'Link to Elan Apply Now'). Same Elan link repeated on /loans/business-loans/. No dedicated business-card page and no explicit issuer disclosure on the bank's own pages; no mycommunitycc/TCM reference.",https://www.bankofcashton.bank/ | https://www.bankofcashton.bank/loans/business-loans/
5. ELAN (U.S. Bank agent),62,Security State Bank,Iron River,9036,110077,22,ELAN,Business credit cards with employee monthly reporting,https://creditcardlearnmore.com/11t3/index?ecdma-lc=0405&ecid=OTHE_25940,Online self-serve (Elan portal),https://www.sbankonline.com/Business-Loans#Credit-Cards,VERIFIED-own-page,"Own Business Loans page 'Credit Cards' section links apply to creditcardlearnmore.com/11t3/index?ecdma-lc=0405&ecid=OTHE_25940 and existing accounts to elancard.com/cgi_w/cfm/elancard/index.cfm?loc=0405 - i.e. Elan Financial Services. Page text: ""Providing businesses with monthly reporting in order to track all employees using the account."" and notes applicants ""receive instant decisions"" via the Elan link.",https://www.sbankonline.com/Business-Loans | https://www.sbankonline.com/
5. ELAN (U.S. Bank agent),62,Conservation First Bank,Benton,14316,101231,9,ELAN,"Business credit cards - low rate, cash back, flexible rewards (Elan suite)",https://creditcardlearnmore.com/11t3/index?ecdma-lc=3555&ecid=OTHE_25940#business,online,https://www.conservationfirstbank.com/business-loans#businesscreditcards,VERIFIED-own-page,"Own business-loans page (#businesscreditcards anchor) disclosure: 'The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc.' plus Elan zero-fraud-liability boilerplate. Apply/Learn More -> https://creditcardlearnmore.com/11t3/index?ecdma-lc=3555&ecid=OTHE_25940#business",https://www.conservationfirstbank.com/business-loans | https://conservationfirstbank.com/
5. ELAN (U.S. Bank agent),62,Black River Country Bank,Black River Falls,15152,85424,63,ELAN,"Business credit cards - low rate, cash back, flexible rewards (Elan suite)",https://www.mycardapply.com/synindex?ecdma-lc=531&ecid=OTHE_25940&offertype=0#business,online,https://www.brcbank.com/business-credit-cards/,VERIFIED-own-page,"Own business-credit-cards page is headed 'Credit Cards (By Elan)' and discloses: 'Visa: The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S.A. Inc. Mastercard: The creditor and issuer of these cards is Elan Financial Services...'. Apply/Learn More -> https://www.mycardapply.com/synindex?ecdma-lc=531&ecid=OTHE_25940&offertype=0#business",https://www.brcbank.com/business-credit-cards/ | https://www.brcbank.com/credit-cards/
5. ELAN (U.S. Bank agent),62,Ladysmith Federal Savings and Loan Association,Ladysmith,28983,70604,0,ELAN,Business credit cards (Elan: low rate / cash back / flexible rewards),https://creditcardlearnmore.com/11t3/index?ecdma-lc=36774&ecid=OTHE_25940#business,Online self-serve via Elan creditcardlearnmore portal or in person at the office,https://ladysmithfederal.com/business-credit-card.html,VERIFIED-own-page,"Own business credit card page states: ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from Visa U.S.A. Inc."" and ""Credit cards are subject to credit approval & are issued by Elan Financial Services.""; apply via creditcardlearnmore.com?ecdma-lc=36774#business. TCM Bank not mentioned anywhere.",https://ladysmithfederal.com/business-credit-card.html | https://ladysmithfederal.com/
5. ELAN (U.S. Bank agent),62,Bank of Ontario,Ontario,21085,67996,0,ELAN,"Business Visa / Mastercard credit cards - low rate, cash back, flexible rewards",https://creditcardlearnmore.com/11t3/index?ecdma-lc=1196&ecid=OTHE_25940,Online self-serve (Elan portal),https://www.myvernoncountybank.com/Pages/debit.html,VERIFIED-own-page,"Own Debit/Credit Cards page names Elan Financial Services as issuer and offers BOTH personal and business Visa/Mastercard credit cards: ""Choose from our popular business credit card options such as low rate, cash back or flexible rewards to find the one that works best for your business."" Business bullet: ""Free online expense reporting tools. No fee for additional employee cards."" Apply/learn-more link is creditcardlearnmore.com (Elan).",https://www.myvernoncountybank.com/Pages/debit.html | https://www.myvernoncountybank.com/
5. ELAN (U.S. Bank agent),47,Hustisford State Bank,Hustisford,12354,55750,38,ELAN,Visa credit cards issued through Elan (no separate business product named),None published - contact bank (920-349-3241); no online application,Branch/phone (no online application),https://hustisfordstatebank.com/services.php,VERIFIED-own-page,"NOT TCM. Bank's own Banking Services page lists under Loan Services: ""Credit Cards - Issued through Elan"" / ""Visa""; Special Services lists ""Credit Cards (VISA)"". Live site is Cloudflare-blocked (HTTP 403/202) so evidence taken from the bank's own services.php page as archived 2024-07-22 (identical text also present in 2019 snapshot). No distinct business credit card product published; no mycommunitycc.com/TCM reference",https://web.archive.org/web/20240722073355/https://hustisfordstatebank.com/services.php | https://web.archive.org/web/20190722162213/https://hustisfordbank.com/services.php
6. TIB (agent),62,Marathon Bank,Wausau,29745,181373,0,TIB,Standard Card (No Fee); Choice Rewards Card / Preferred Points Card (Visa or Mastercard),https://www.cardaccount.net/application/5301e29a42/business/new,Online self-serve via TIB cardaccount.net business application,https://www.marathonbank.com/business-credit-cards/,VERIFIED-own-page,"Own business credit card page routes applications to https://www.cardaccount.net/application/5301e29a42/business/new and servicing to cardaccount.net / cardmanager.net / mypreferredpoints.com = TIB (The Independent BankersBank) rail. No ""TCM Bank, N.A."" text, no mycommunitycc.com, no Elan disclosure.",https://www.marathonbank.com/business-credit-cards/ | https://www.marathonbank.com/personal/personal-credit-cards/
7. CORSERV (own-balance-sheet platform),65,First Business Bank,Madison,15229,3571989,92,CORSERV,Business Credit Card (commercial/business card program),UNKNOWN - no public online application found; contact bank,Branch/relationship banker (no public online apply),https://firstbusiness.bank/business-banking/,INFERRED,"PRNewswire/CorServ 2025 release: ""CorServ ... is partnering with First Business Bank"" — ""Through CorServ, First Business Bank will offer commercial, business and consumer credit cards"" (moved from Agent Bank referral model to CorServ hybrid issuing). No public product page found on firstbusiness.bank.",https://www.corservsolutions.com/first-business-bank-partners-with-corserv/ | https://www.prnewswire.com/news-releases/first-business-bank-partners-with-corserv-for-improved-credit-card-issuing-to-commercial-customers-302454464.html
8. UNKNOWN (ask the bank),17,Bristol Morgan Bank,Oakfield,9523,150800,396,UNKNOWN,No business credit card published (Mastercard debit only; consumer Visa Classic referenced),NOT-FOUND (call 920-583-3191 / 888-852-3191),Branch/phone only,https://bristolmorganbank.com/business/debit-credit-cards/,UNKNOWN,"NOT TCM (no mycommunitycc.com, no ""TCM Bank, N.A."" anywhere on site). Both /business/debit-credit-cards/ and /personal/debit-credit-cards/ describe only Mastercard debit; no business credit card product, issuer disclosure, or apply link is published. Search snippets of the bank's own pages reference a consumer ""Bristol Morgan Bank Visa Classic Credit Card ... subject to credit approval"" with 24-hr service 1-800-423-7503 (FIS - same rail as other Bankers' Bank Community BankCard banks), but no business card is evidenced. Business rail unverifiable from public pages.",https://bristolmorganbank.com/business/debit-credit-cards/ | https://bristolmorganbank.com/personal/debit-credit-cards/
8. UNKNOWN (ask the bank),17,First Community Bank,Milton,11225,146145,279,UNKNOWN,Business Credit Card ($15/year add-on to business checking),,branch,https://www.fcbmilton.com/Business/Checking,UNKNOWN,"Bank DOES offer a business credit card - own Business/Checking page lists 'Business Credit Card availible for $15 per year' on Organization Advantage, Small Business Advantage and Small Business Advantage Plus Checking - but the full site map (fcbmilton.com/the-site-map) has NO credit-card product page, no application link, and no issuer disclosure anywhere. No mycommunitycc/TCM, no Elan/creditcardlearnmore/mycardapply, no cardaccount.net, no myapexcard on the site. Issuer cannot be determined from bank-published material.",https://www.fcbmilton.com/Business/Checking | https://www.fcbmilton.com/the-site-map | https://www.fcbmilton.com/Business/Loans
