Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
167,,Pacific Coast Bankers' Bank (PCBB),CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$1.08B ‖ v7 2026-06-11: $1.08B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34252)","v7 2026-06-11: $559.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34252)",Bankers'-bank (wholesale 'bank for banks'); national FI clientele; no retail/business channel,CA-HQ'd,—,"❌ No card (bankers' bank — serves financial institutions, not businesses)",None,No,— (no business card),https://www.pcbb.com,—,N/M,N/M,N/M ('will never compete for your customers'),0,N/M,"None (correspondent/inter-bank services only: loan hedging, participations, cash mgmt)",N/M,Not a card source,"None (advisory, international banking, cash management, lending services — all inter-bank)",NorCal / SF-East Bay,Walnut Creek,60,HIGH no-card (bankers'-bank model; no public card product at all). 2026-05-29,pcbb.com/products; pcbb.com/company; FDIC cert 34252
168,,OneUnited Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,Yes — own pages confirm; U2 second-chance available (2026-06-10),N/M,,No card,—,"v7 2026-06-11: $609.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23966)","v7 2026-06-11: $481.9M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23966)",2 LA branches: 3683 Crenshaw Blvd + 1495 N Wilmington Ave,N/M,—,❌ No business card (consumer UNITY Visa secured only; small-biz lending referred to Lendistry),None for business,No,— (no business card),https://www.oneunited.com,—,N/M,N/M,Biz accounts branch-only. Chex: YES + U2 second-chance account. Light census 2026-06-10.,0,N/M,None (Lendistry referral),N/M,Not a card source,None for business (consumer UNITY secured Visa),SoCal / LA (Crenshaw + Compton; MA-HQ'd; Black-owned),"Boston, MA",Reg,HIGH no-biz-card. Light census 2026-06-10,oneunited.com/business-banking; community.oneunited.com; unchex.com
169,,"ICBC USA, N.A.",Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $2.86B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24387)","v7 2026-06-11: $2.27B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24387)","Alhambra, San Gabriel, Hacienda Heights, Temple City, Torrance",N/M,—,❌ No business card (4 consumer UnionPay/Visa cards only; deposit relationship required),None for business,No,— (no business card),https://www.icbc-us.com,—,N/M,N/M,Cards via email/branch. Commercial loans listed; LOC unspecified. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,None for business (consumer cards only),SoCal / LA (5 branches; NY-HQ'd),"New York, NY",Reg,HIGH no-biz-card. Light census 2026-06-10,icbc-us.com credit-card pages; doctorofcredit.com 2016 review
170,,American First National Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $2.86B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34656)","v7 2026-06-11: $2.43B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34656)","City of Industry, Alhambra, Arcadia",N/M,—,❌ No business card (debit only),None,No,— (no business card),https://www.afnb.com,—,N/M,N/M,"Commercial LOCs (working capital + LC) — amounts N/M, phone-driven. Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (commercial LOC only),SoCal / LA (3 branches; TX-HQ'd; Asian-American),"Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,afnb.com/products/commercial/commercial-loans + /locations
171,,"Golden Bank, N.A.",Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $2.25B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26223)","v7 2026-06-11: $1.89B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26223)",3 branches + 1 LPO,N/M,—,❌ No business card found,None,No,— (no business card),https://www.goldenbank-na.com,—,N/M,N/M,"Revolving working-capital LOC (amounts N/M); SBA PLP, in-house approval. Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (LOC + SBA),"SoCal / LA-OC (Tustin, Alhambra, Rowland Heights + Irvine LPO; TX-HQ'd; Taiwanese-American)","Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,goldenbank-na.com/lending/commerical/business-loans + locations
172,,Southwestern National Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $1.39B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34319)","v7 2026-06-11: $1.21B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34319)",3530 Wilshire Blvd + 2951 W Ball Rd Anaheim,N/M,—,❌ No business credit card (Business VISA DEBIT only). NOT 'Southwest National Bank' Wichita KS,None,No,— (no business card),https://www.swnbk.com,—,N/M,N/M,"BLOC page exists (amounts N/M, phone-driven). Light census 2026-06-10.",0,N/M,None published,N/M,Not a card source,None (debit only),SoCal / LA-OC (Wilshire LA + Anaheim; TX-HQ'd; Asian-American),"Houston, TX",Reg,HIGH no-card. Light census 2026-06-10,swnbk.com/Loans/Business-Line-of-Credit + /About-Us/Locations
173,,First IC Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $1.24B (2025-09-30, api.fdic.gov/banks/institutions?filters=CERT:34998)","v7 2026-06-11: $917.8M (2025-09-30, api.fdic.gov/banks/institutions?filters=CERT:34998)",1 LA branch (10 total CA/GA/NJ/NY/TX/WA),N/M,—,❌ No business card advertised ('Card Hub' = management only). MetroCity acquisition pending (~Q4 2025 close) — recheck post-merger,None found,No,— (no business card),https://www.firsticbank.com,—,N/M,N/M,SBA/commercial lending; LOC unspecified. Light census 2026-06-10.,0,N/M,None published,N/M,Not a card source,None advertised,SoCal / LA (1 branch; GA-HQ'd; Korean-American),"Doraville, GA",Reg,MED no-card (archived nav; merger in flux). Light census 2026-06-10,firsticbank.com (Wayback 2025-12-21); americanbanker.com (MetroCity deal)
174,,"Wilmington Trust, N.A.",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $759.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34069)","$0 ‖ v7 2026-06-11: $5.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34069)","3 LA/OC offices, $0 deposits (FDIC SOD 2025)",N/M,—,❌ No card (corporate trust/custody; $0 SoCal deposits),None,No,— (no business card),https://www.wilmingtontrust.com,—,N/M,N/M,Trust charter (M&T family). Census completeness row.,0,N/M,None,N/M,Not a card source,None (fiduciary),National — LA/OC trust offices,"Wilmington, DE",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 34069
175,,"BNY Mellon, N.A.",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $30.92B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:7946)","$0 ‖ v7 2026-06-11: $26.14B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:7946)","2 LA/OC offices, $0 deposits (FDIC SOD 2025)",N/M,—,"❌ No card (trust/wealth charter — second BNY entity, cert 7946; sibling of BNY Mellon Trust Co row)",None,No,— (no business card),https://www.bny.com,—,N/M,N/M,Census completeness row.,0,N/M,None,N/M,Not a card source,None (wealth/trust),National — LA/OC offices,"New York, NY",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 7946
176,,CIBC National Trust Company,Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $398.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:91325)","$0 ‖ v7 2026-06-11: $1.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:91325)","1 OC office, $0 deposits (FDIC SOD 2025)",N/M,—,❌ No card (trust charter),None,No,— (no business card),https://us.cibc.com,—,N/M,N/M,Census completeness row.,0,N/M,None,N/M,Not a card source,None (trust),National — 1 OC trust office,"Atlanta, GA",Reg,HIGH no-card (charter type). 2026-06-10,FDIC SOD 2025 cert 91325
177,,"TIB, N.A. (The Independent BankersBank)",Regional,National (lends in CA),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"v7 2026-06-11: $3.00B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23647)","v7 2026-06-11: $2.46B (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23647)",1 OC office (FDIC SOD 2025),N/M,—,❌ No direct-to-business card — TIB is the bankers' bank AGENT ISSUER behind many community-bank cards in this table (cardaccount.net / mypreferredpoints.com programs),None direct (TIB IS an underwriter for partner banks),No,— (no business card),https://www.tib.bank,—,N/M,N/M,Census completeness row; 1 OC office. Apply via TIB partner banks instead.,0,N/M,None,N/M,Not a card source,None direct (white-label programs for banks),National — 1 OC office (bankers' bank),"Farmers Branch, TX",Reg,HIGH bankers'-bank (PCBB precedent). 2026-06-10,FDIC SOD 2025 cert 23647; tib.bank
178,,Summit State Bank,CA Bank,Other — NorCal,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,$1.00B,$0.89B,"CA-only; Sonoma County (Santa Rosa, Healdsburg, Rohnert Park, Petaluma); Nasdaq: SSBI",CA-HQ'd,—,❌ No card (debit only; commercial lending),None,No,— (no business card),https://summitstatebank.com,—,N/M,N/M,N/M,0,N/M,None (LOC/SBA/CRE/equipment full-doc; small-biz loans up to ~$150K),N/M,Not a card source,Debit Mastercard only (no credit card),NorCal / SF (Sonoma),Santa Rosa,61,HIGH no-card (4 product pages confirm debit-only). 2026-05-29,"summitstatebank.com (business-banking, business-lending, merchant-services); FDIC cert 32203"
179,,Golden State Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.97B ‖ v7 2026-06-11: $974.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57585)","v7 2026-06-11: $828.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57585)",CA-only; Glendale HQ + Upland; serves LA/OC/Riverside/SD/Ventura/San Bernardino; founded 2003,CA-HQ'd,—,❌ No card (business debit only; relationship commercial lending),None,No,— (no business card),https://www.goldenstatebank.com,—,N/M,N/M,N/M,0,N/M,None (working capital/equipment/CRE/construction/bridge/LOC full-doc),N/M,Not a card source,Mastercard Business DEBIT only (no credit card),SoCal / LA (Glendale),Glendale,62,HIGH no-card (full site nav; debit only). Latest verified assets ~$918M (6/30/25). 2026-05-29,"goldenstatebank.com (cash-management, debit-card, company-overview); FDIC cert 57585"
180,,First City Credit Union,Credit Union,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"~$0.90B ‖ v7 2026-06-11: $952.4M (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)","v7 2026-06-11: $818.2M (2026-03-31, research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03)",HQ Altadena (LA County); ~$0.90B; ~7 LA County branches; est 1937 (LA County employees),CA-HQ'd,—,❌ No BUSINESS card (consumer Visa only),N/M (consumer card; issuer unverified; lone 'Elan' hit unconfirmed),No,— (no business card),https://www.firstcitycu.org/loans-credit/credit-cards,—,N/M,N/M,Consumer-only Visa (2.99% intro 6 cycles; $0 BT/CA fees). No business card; not in CFPB agreement DB.,0,N/M,None (business/commercial banking + merchant services referenced; no no-doc product),Membership required (LA County depts/orgs + 72 LA + 9 San Bernardino + 3 Kern + 1 Ventura communities + family; NO nationwide path),Not a card source,Consumer Visa only (no business card),SoCal / LA,Altadena,CU,MED-HIGH no business card (consumer-only; CFPB DB 404; site Cloudflare-blocked). SoCal-restricted FOM. 2026-05-29,firstcitycu.org/loans-credit/credit-cards + /about/how-to-join; ncuso.org; consumerfinance.gov (no agreement)
181,,"C3bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.88B ‖ v7 2026-06-11: $882.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25249)","v7 2026-06-11: $771.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25249)","Encinitas HQ (San Diego County) + San Marcos, Riverside, Nashville TN; OCC national charter",CA-HQ'd,—,❌ No card (commercial/CRE/SBA bank; business debit only),None,No,— (no business card),https://www.c3bank.com,—,N/M,N/M,N/M,0,N/M,None (commercial/CRE/SBA 504/7(a)/term/LOC full-doc),N/M,Not a card source,Business debit card only (no credit card),SoCal / San Diego,Encinitas,66,HIGH no-card (site product menu = deposits/loans/SBA only). 2026-05-29,"c3bank.com (business-loans, business-checking, locations); FDIC cert 25249"
182,,Nano Banc,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.87B ‖ v7 2026-06-11: $859.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58590)","v7 2026-06-11: $789.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58590)","Single-branch (Irvine, OC); historically Murrieta/Temecula (Riverside); SBA",CA-HQ'd,—,❌ No card (commercial lender + deposit/treasury; debit only),None,No,— (no business card),https://www.nanobanc.com,—,N/M,N/M,N/M,0,N/M,None (C&I/CRE/equipment/working-capital/LOC full-doc),N/M,Not a card source,None (business deposits + treasury mgmt + commercial lending; debit cards only),SoCal / Orange County,Irvine,68,HIGH no business card (homepage/business/treasury/lending pages all card-free). 2026-05-29,"nanobanc.com (business-accounts, lending, ci-lending); FDIC cert 58590"
183,,First Commercial Bank (USA),CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.87B ‖ v7 2026-06-11: $871.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34496)","v7 2026-06-11: $670.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:34496)",8 branches; Alhambra HQ; subsidiary of First Commercial Bank (Taiwan); Taiwanese/Chinese-American (est 1997),CA-HQ'd,—,❌ No card (deposit + commercial/SBA lending; debit likely),None (NOTE: an 'Elan' search hit is a MISATTRIBUTION to IL 'FCB Banks' — not this bank),No,— (no business card),https://www.bankfcb.com,—,N/M,N/M,N/M,0,N/M,"None for business ('reduced-doc' program is RESIDENTIAL mortgage, not business; commercial/SBA/ABL full-doc)",N/M,Not a card source,None identified (deposit accounts + commercial/SBA/RE/mortgage loans; debit only),SoCal / LA (San Gabriel Valley),Alhambra,67,MED-HIGH no marketed credit card (all 3 product pages checked); Elan hit excluded as misattribution. 2026-05-29,"bankfcb.com (Commercial, Personal, Loans pages); FDIC cert 34496; dfpi.ca.gov"
184,,Pacific Valley Bank,CA Bank,Other — Central Coast,0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.63B ‖ v7 2026-06-11: $627.9M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57740)","v7 2026-06-11: $546.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57740)","Monterey County; Salinas, King City, Monterey + Santa Cruz expansion",CA-HQ'd,—,❌ No card (commercial/ag lender; debit Mastercard only),None,No,— (no business card),https://www.pacificvalleybank.com,—,N/M,N/M,N/M,0,N/M,None (commercial/ag LOC/term/construction/SBA/USDA/FSA/Farmer Mac full-doc; PDF apply→branch),N/M,Not a card source,Debit Mastercard only (no credit card),Central Coast / Salinas Valley,Salinas,75,HIGH no-card (4 site pages confirm debit-only). 2026-05-29,"pacificvalleybank.com (business-banking, products-services, business-loans); FDIC cert 57740"
185,,Pacific Enterprise Bank,Regional,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"~$0.52B (at close) ‖ v7 2026-06-11: $518.2M (2021-12-31, api.fdic.gov/banks/institutions?filters=CERT:58415)","v7 2026-06-11: $404.4M (2021-12-31, api.fdic.gov/banks/institutions?filters=CERT:58415)","HQ Irvine (OC); DEFUNCT 2022-02-02 (now United Business Bank); was SBA lender, no card",N/M,—,❌ DEFUNCT — merged into United Business Bank (Feb 2022); never issued a card (SBA lender + merchant processing only),None,No,— (no business card),https://www.pacificenterprisebank.com/home/business,—,N/M,N/M,Defunct 2022-02-02; now United Business Bank. Was SBA lender; no card ever issued.,0,N/M,None (was SBA/CRE full-doc lender),N/M,Not a card source,None (SBA loans + merchant card processing; no issued card),SoCal / Orange County (Irvine) — DEFUNCT,"Irvine, CA",Reg,HIGH defunct + never issued a card. Now United Business Bank. 2026-05-28,FDIC cert 58415 (inactive); businesswire (BayCom merger); pacificenterprisebank.com loan/business pages
186,,"New OMNI Bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.52B ‖ v7 2026-06-11: $515.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23086)","v7 2026-06-11: $371.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:23086)","4 SoCal branches (Alhambra, Arcadia, Rowland Heights, Irvine); est 1979 Monterey Park; Asian-American",CA-HQ'd,—,❌ No card (commercial/SBA lender; debit only),None,No,— (no business card),https://newomnibank.com,—,N/M,N/M,N/M,0,N/M,None (CRE/construction/C&I/SBA/trade finance full-doc),N/M,Not a card source,None (business deposits + commercial lending; no card),SoCal / LA (San Gabriel Valley),Alhambra,79,HIGH no business card (all product pages card-free). 2026-05-29,"newomnibank.com (business/deposit, locations); FDIC cert 23086"
187,,First Credit Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.51B ‖ v7 2026-06-11: $504.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24332)","v7 2026-06-11: $257.9M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:24332)","Single branch (9255 W Sunset Blvd, West Hollywood); est 1983; niche CRE lender. ⚠️ calfcb.com is a confirmed fraud site (DFPI alert)",CA-HQ'd,—,⚠️ No card (single-branch CRE/commercial lender; no website),None,No,— (no business card),N/M (bank does not operate a website; calfcb.com is a DFPI-flagged FRAUD imposter),—,N/M,N/M,N/M,0,N/M,None (CRE/construction/business term/LOC full-doc),N/M,Not a card source,None (CRE/commercial lending; no card; no website),SoCal / LA,Los Angeles (West Hollywood),81,HIGH commercial-only/no-card/no-website (FDIC single-branch CRE + DFPI 'does not operate a website'). 2026-05-29,FDIC cert 24332; dfpi.ca.gov (First Credit Bank + calfcb.com fraud alert)
188,,"Chino Commercial Bank, N.A.",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.47B ‖ v7 2026-06-11: $465.8M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35366)","v7 2026-06-11: $388.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35366)","3 branches Inland Empire (Chino, Upland, Ontario, Rancho Cucamonga, Corona); San Bernardino County",CA-HQ'd,—,❌ No BUSINESS card — the 'third-party' card is CONSUMER-framed ('manage your personal finances'); Unsecured Business LOC $10K-$100K instead,None for business (consumer card via undisclosed third party),No,— (no business card),https://www.chinocommercialbank.com,—,N/M,N/M,"Re-verified 2026-05-29: card copy is consumer ('manage your personal finances'); no online app, no issuer disclosed. Not a business card.",0,N/M,Unsecured Business LOC $10K-$100K ('quick decisions' marketing; no stated no-doc; PG + financials likely),N/M,Not a card source,Consumer third-party card (NOT business); Unsecured Business LOC $10K-$100K,SoCal / Inland Empire,Chino,83,HIGH re-verify: no BUSINESS card (consumer copy); the $10K-$100K LOC is the only business funding. 2026-05-29,chinocommercialbank.com/business-banking/business-services (consumer copy) + /business-loans (LOC); FDIC cert 35366
189,,Pacific Alliance Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.45B ‖ v7 2026-06-11: $450.7M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58234)","v7 2026-06-11: $366.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:58234)",SoCal community bank; San Gabriel/LA; Asian-American; est 2006; ticker PFBN,CA-HQ'd,—,❌ No card (commercial/SBA lender; Visa debit only),None,No,— (no business card),https://www.pacificalliancebank.com,—,N/M,N/M,N/M,0,N/M,None (SBA 7(a)/504/CRE/construction/term/LOC full-doc),N/M,Not a card source,Visa DEBIT only (no credit card),SoCal / LA (San Gabriel Valley),San Gabriel,84,HIGH no-card (homepage + commercial-loans confirm debit-only). 2026-05-29,"pacificalliancebank.com (Commercial-Loans, Other-Services); FDIC cert 58234"
190,,Community Commerce Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.41B ‖ v7 2026-06-11: $413.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26363)","v7 2026-06-11: $312.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26363)","3 LA-County branches (Claremont, Monterey Park, Tarzana); TELACU family; est 1976",CA-HQ'd,—,❌ No card (CRE/SBA lender; explicitly 'no unsecured products'),None,No,— (no business card),https://ccombank.com,—,N/M,N/M,N/M (FAQ: 'we do not have any checking or unsecured line of credit products'),0,N/M,None (CRE/SBA 7(a)/house-of-worship/non-owner-occ residential full-doc),N/M,Not a card source,None (CRE + SBA lending; no unsecured/card products by own statement),SoCal / LA (Claremont),Claremont,85,HIGH no-card (own FAQ disclaims unsecured/card products). 2026-05-29,ccombank.com/faq + /loans + /about; FDIC cert 26363
191,,Balboa Thrift and Loan Association,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.41B ‖ v7 2026-06-11: $408.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26704)","v7 2026-06-11: $361.2M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:26704)","San Diego (Chula Vista HQ) + Claremont, La Quinta, Fresno; industrial loan co. (est 1980)",CA-HQ'd,—,❌ No card (auto + CRE thrift & loan; FDIC-insured deposits),None,No,— (no business card),https://www.balboathrift.com,—,N/M,N/M,N/M (auto via dealers/RouteOne; CRE via brokers),0,N/M,"None (auto ~75% + CRE ~25%, collateral/full-doc)",N/M,Not a card source,None (auto finance + CRE lending; deposits/CDs; no card),SoCal / San Diego,Chula Vista,86,"MED-HIGH no-card (auto+CRE lender; own site stale, third-party-corroborated). 2026-05-29",sdbj.com (auto/CRE focus); dfpi.ca.gov; FDIC cert 26704
192,,"Liberty Bank, N.A. (Irvine, CA)",CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.40B ‖ v7 2026-06-11: $396.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35331)","v7 2026-06-11: $336.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:35331)",4 CA branches; Irvine HQ (OC) + LA + SF Bay Area (Millbrae/Boulder Creek/Felton/S.SF); DMG Bancshares; est 2001,CA-HQ'd,—,❌ No card (commercial bank; deposits + relationship lending),None (NOTE: Elan card data online belongs to Liberty Bank of CT — different entity),No,— (no business card),https://www.libertybk.com,—,N/M,N/M,N/M,0,N/M,None (term/LOC/commercial credit/CRE construction-to-perm full-doc),N/M,Not a card source,None (deposits + commercial lending; no card),SoCal / Orange County,Irvine,89,HIGH no-card for cert 35331 (own site; NOT Liberty Bank of CT which uses Elan). 2026-05-29,"libertybk.com (businessbanking, lending); FDIC cert 35331"
193,,American Continental Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.38B ‖ v7 2026-06-11: $379.1M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57444)","v7 2026-06-11: $311.3M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:57444)",~7 branches (CA + WA); City of Industry HQ; Chinese-American; pending Taichung Bank (Taiwan) acquisition,CA-HQ'd,—,❌ No card (commercial/SBA lender; debit/ATM only),None,No,— (no business card),https://www.americancontinentalbank.com,—,N/M,N/M,N/M,0,N/M,None (CRE/apartment/construction/land/equipment/C&I/SBA 7(a)/504 full-doc),N/M,Not a card source,None (commercial/SBA lending; debit/ATM cards only),SoCal / LA (San Gabriel Valley),City of Industry,91,HIGH no-card (own Products & Services = debit + commercial/SBA only). 2026-05-29,americancontinentalbank.com/Products-Services; FDIC cert 57444; en.wikipedia.org
194,,Universal Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,No card,—,"$0.37B ‖ v7 2026-06-11: $373.4M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:30722)","v7 2026-06-11: $278.5M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:30722)",5 CA branches; West Covina HQ; SGV/LA thrift (est 1954),CA-HQ'd,—,❌ No BUSINESS card (Elan PERSONAL card only; business = deposits + commercial lending),None for business (Elan issues its personal card),No,— (no business card),https://www.universalbank.com,—,N/M,N/M,N/M (no business card; personal Elan card exists),0,N/M,None (commercial lending relationship-underwritten),N/M,Not a card source,Personal credit card (Elan) only; business = checking/savings/CD/Solutions + commercial lending,SoCal / LA (San Gabriel Valley),West Covina,92,HIGH no business card (own site; personal-only Elan card; business is deposit+commercial-loan). 2026-05-29,universalbank.com/Resources/All-Services (personal card 'through Elan'); FDIC cert 30722
195,,Murphy Bank,CA Bank,Other — Central Valley (Fresno),0/4  ✗SUW ✗Onl ✗SoCal ✗Card,N/M,N/M,,No card,—,"$0.36B ‖ v7 2026-06-11: $359.6M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25726)","v7 2026-06-11: $298.0M (2026-03-31, api.fdic.gov/banks/institutions?filters=CERT:25726)",~2 Fresno locations; specialty secured lender; est 1984 (branded 'since 1976'),CA-HQ'd,—,❌ No card (specialty secured lender; deposits),None,No,— (no business card),https://www.murphybank.com,—,N/M,N/M,N/M (Murphy USA Visa = unrelated FNBO entity),0,N/M,"None (collateral-based: mobile homes, farm/commercial equipment, semi-trucks, vehicles)",N/M,Not a card source,None (deposits + specialty secured financing; no card),Central Valley (Fresno),Fresno,93,HIGH no-card (own product nav = deposits + secured loans only). 2026-05-29,murphybank.com; FDIC cert 25726; bestcashcow.com
