"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z","ACCT_879B6","ACCT_879B7","ACCT_PI0007","ACCT_PI0008","ACCT_PI0009","ACCT_PP0026","ACCT_PP0028","ACCT_PP0030","ACCT_PP0032","ACCT_PP0033","Acct_879D10","ACCT_PC0013","ACCT_PI0011","ACCT_PI0012","ACCT_PI0013","ACCT_PI0014","ACCT_PI0015","ACCT_PI0016","ACCT_PI0017","ACCT_PI0018","ACCT_PP0034","ACCT_PP0035","ACCT_PP0036","ACCT_PP0058"
17389,3/31/2026 0:00:00,9147,"Birchel","2197879580","2197878049","Johnson","Aubrey","","","","","","","","","","","","","Karin","","Tiffany","","Bruce","","","","https://www.allegius.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Johnson","Tiffany","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","1","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Co-op","Co-op","1"
17395,3/31/2026 0:00:00,9150,"Smith","9088592118","9088591811","Zaimov","Chando","","ESI","","","","","","","","","","","Tracey","S","Umer","","George","M","","","https://www.ircocu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","employment application","","","","","","","","","","","","","0","Zaimov","Umer","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","1","1","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Allpoint","","0"
17396,3/31/2026 0:00:00,9151,"Dangerfield","3187576173","3187576171","DANGERFIELD","Oliver","","","","","","","","","","","","","Gloria","W","GLORIA W","","Dorothy","C","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","DANGERFIELD","GLORIA W","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17398,3/31/2026 0:00:00,9152,"Wooten","2079247527","2079245544","Wooten","Clukey","","ESI","","","","","","","","","","","Maria","L","Maria","","Nicholas","","","","http://www.mhfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Wooten","Maria","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","SURF and CU24","COOP Shared Branching","1"
17411,3/31/2026 0:00:00,9161,"BAER","5747538501","5747533547","Morrow","KLECKNER","","","","","","","","","","","","","TERESA","L","Patricia","","VICTORIA","","","","https://www.yourdgfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Morrow","Patricia","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","1","0","0","1","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","co-op, Alliance One","","0"
17429,3/31/2026 0:00:00,9171,"Muse","6077865718","6077862000","Burt","Marion","","","","","","","","","","","","","Tyrone","E","Kenneth","","Christopher","","","","http://www.visionsfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","0","","","","","","","","","","","","","1","Burt","Kenneth","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","1","1","1","1","0","0","1","1","1","","0","1","1","0","0","0","0","0","0","1","COOP","NYCUA","1"
17436,3/31/2026 0:00:00,9175,"Garcia","2077616235","2077758371","Garcia","Hopkins","","","","","","","","","","","","","Diana","S","Diana","","Scott","","","","http://www.mesolutionsfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","1","Garcia","Diana","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","1","1","","0","1","0","0","0","0","0","0","0","1","SURF","Co-Op","1"
17437,3/31/2026 0:00:00,9176,"Conant IV","7813443758","7813447394","Conant","CHATSKO","","","","","","","","","","","","","Charles","R","Charles","","DEANNA","","","","http://www.stoughtontownemployeesfc","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Conant","Charles","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17449,3/31/2026 0:00:00,9179,"Csuti","3306699216","3306692117","Csuti","Moss","","","","","","","","","","","","","Timothy","","Timothy","","Wilbert","","","","http://www.wccfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Csuti","Timothy","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Alliance One","Co-op Solutions","1"
17454,3/31/2026 0:00:00,9180,"Schroeder","7659737314","7659737262","Schroeder","Fox","","","","","","","","","","","","","Robert","","Robert","","Christy","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Schroeder","Robert","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17464,3/31/2026 0:00:00,9187,"Habansky","8047485683","8047483081","Blackmon","Koch","","","","","","","","","","","","","Amanda","","W. Scott","","Michael","","","","https://www.peoplesadvfcu.org/","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Blackmon","W. Scott","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","701","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","1","CU","Co-op Shared Branching","1"
17550,3/31/2026 0:00:00,9243,"King","7408594793","7408594922","Blumenauer","Rambsel","","","","","","","","","","","","","Kathy","","Thomas","","Daryl","L","","","https://www.yorkvillefcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Blumenauer","Thomas","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17555,3/31/2026 0:00:00,9247,"Caraballo","2167412670","2167419430","Caraballo","Melaragno","","","","","","","","","","","","","Irwin","F","Irwin","","Joann","","","","http://www.steelvalleyfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Caraballo","Irwin","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","0","","","0"
17569,3/31/2026 0:00:00,9254,"Kiernan","2018458792","2018456876","Kiernan","Savage","","","","","","","","","","","","","Joseph","J","Joseph","","Michael","E","","","https://www.hetelfcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","can generate cu check in our office","","","","","","","","","","","","","0","Kiernan","Joseph","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","0","","","0"
17587,3/31/2026 0:00:00,9266,"Zhu","9148813468","9149210500","Wheeler","Palma","","","","","","","","","","","","","Harry","","Brett","","Carla","","","","http://www.USAlliance.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Wheeler","Brett","","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","1","0","0","0","0","0","0","0","1","CO-OP","CO-OP","1"
17588,3/31/2026 0:00:00,9267,"Schmid","","7657622947","SCHMID","Schmid","","","","","","","","","","","","","Janet","","JANET","","Tom","A","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","SCHMID","JANET","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17623,3/31/2026 0:00:00,9285,"Fischbach","3102178211","8006346632","Mak","Coe","","","","","","","","","","","","","Kenneth","L","Anthony","","Carl","","","","http://www.hondafcu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","1","0","1","order checks","","","","","","","","","","","","","1","Mak","Anthony","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","1","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Velera","Velera","1"
17630,3/31/2026 0:00:00,9290,"Speight","8044586573","8045411473","Speight","EMERSON","","","","","","","","","","","","","Elizabeth","","Elizabeth","","KENNETH","B","","","http://www.VANTAGEPOINTFCU.ORG","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Speight","Elizabeth","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","0","","","0"
17636,3/31/2026 0:00:00,9294,"HALL","8032546315","8037991090","Neal","MARSHALL","","","","","","","","","","","","","TRAVIS","","Heather","","TOM","","","","http://WWW.SCNATIONALGUARDFCU.ORG","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","0","Neal","Heather","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","CO-OP ATM Network","","0"
17642,3/31/2026 0:00:00,9297,"Michael","3345981147","3345984411","Holmes","Mingus","","Excess Share Insurance","","","","","","","","","","","Robert","C","Nikki","","Charles","","","","http://www.allincu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","","0","0","1","0","","","","","","","","","","","","","1","Holmes","Nikki","","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","1","0","","","","0","1","1","1","1","0","0","1","1","0","","0","1","0","0","0","0","0","0","0","0","","CO-OP Shared Branching","1"
17665,3/31/2026 0:00:00,9307,"Rupert","3153425294","3153425300","Morris","Pisa","","","","","","","","","","","","","Jennifer","","Eric","","Michael","","","","http://www.compassfcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","","1","0","0","0","","","","","","","","","","","","","0","Morris","Eric","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Allpoint","","0"
17675,3/31/2026 0:00:00,9315,"Martin","","5409212404","Martin","Lilly JR","","","","","","","","","","","","","Babette","F","Babette","","Robert","M","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Martin","Babette","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17679,3/31/2026 0:00:00,9317,"Kumpa","6175916711","6175916709","Kumpa","Colbert","","","","","","","","","","","","","Jacqueline","A","Jacqueline","","John","","","","http://www.myhacu.org","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Kumpa","Jacqueline","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","1","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","0","","","0"
17681,3/31/2026 0:00:00,9318,"FOLEY","6622576198","6622562791","Foley","STANFORD","","","","","","","","","","","","","KENNEDY","","Kennedy","","DANNY","R","","","http://www.tombigb.virtualcu.net","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Foley","Kennedy","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17687,3/31/2026 0:00:00,9323,"Jeffries-Snedeker","3023955353","3023955350","Minckler","Trzonkowski","","","","","","","","","","","","","Meredith","C","Amy D","","Andrew","J","","","http://www.nccdefcu.com","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","1","0","0","0","","","","","","","","","","","","","0","Minckler","Amy D","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","1","0","","","","0","0","1","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","0","0","1","Allpoint","","0"
17691,3/31/2026 0:00:00,9325,"Hebb","","2027859191","Hebb","Blondell","","","","","","","","","","","","","Matthew","","Matthew","","James","","","","","","","Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","Hebb","Matthew","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0"
17715,3/31/2026 0:00:00,9339,"Smith","6014425857","6014425888","SMITH","Mock","","","","","","","","","","","","","Patricia","D","PATRICIA","","Charles","","","","https://www.citizenscfcu.org/","","","Significantly Undercapitalized","Marginally Capitalized","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","","","","","","","","","","","","0","SMITH","PATRICIA","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","","","","0","0","1","0","0","0","0","0","0","0","1                                                                                                                                                                                                                                                              ","0","0","0","0","0","0","0","0","0","0","","","0"
