CERT,Institution,HQ_City,HQ_State,OOS_HQ_with_SoCal_branches,Branches_LA,Branches_SB,Branches_Riv,Branches_OC,Branches_Ventura,Branches_SD,Total_Branches_6cty,Deposits_6cty_$K,Counties,Priority,v5_status,Match_note,Source_link
34805,Mission Bank,Bakersfield,CA,No,1,0,0,0,1,0,2,583417,Los Angeles; Ventura,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Mission Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58588,Partners Bank of California,Mission Viejo,CA,No,1,0,0,1,0,0,2,577785,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Partners Bank of California,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
24920,Woori America Bank,New York,NY,Yes,3,0,0,3,0,0,6,572636,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Woori America Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34775,"EverBank, National Association",Jacksonville,FL,Yes,5,1,0,1,0,0,7,570430,Los Angeles; San Bernardino; Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: EverBank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34010,EverTrust Bank,City Of Industry,CA,No,5,0,0,1,0,0,6,499384,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: EverTrust Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
33188,Shinhan Bank America,New York,NY,Yes,2,0,0,2,0,1,5,478280,Los Angeles; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Shinhan Bank America,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23966,OneUnited Bank,Boston,MA,Yes,2,0,0,0,0,0,2,476360,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: OneUnited Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34496,First Commercial Bank (USA),Alhambra,CA,No,3,1,0,1,0,0,5,446788,Los Angeles; San Bernardino; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First Commercial Bank (USA),"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58401,Mega Bank,San Gabriel,CA,No,3,0,0,1,0,0,4,434578,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Mega Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
24387,"Industrial and Commercial Bank of China USA, National Association",New York,NY,Yes,5,0,0,0,0,0,5,433614,Los Angeles,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Industrial and Commercial Bank of China USA, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59245,Genesis Bank,Newport Beach,CA,No,1,0,1,1,0,0,3,429619,Los Angeles; Riverside; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Genesis Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34656,American First National Bank,Houston,TX,Yes,3,0,0,0,0,0,3,419284,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: American First National Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57716,United Business Bank,Walnut Creek,CA,No,2,0,0,3,0,0,5,411377,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: United Business Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
35366,"Chino Commercial Bank, N.A.",Chino,CA,No,0,4,1,0,0,0,5,378797,San Bernardino; Riverside,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Chino Commercial Bank, N.A.","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58218,First Pacific Bank,Whittier,CA,No,2,1,0,1,0,1,5,378181,Los Angeles; San Bernardino; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First Pacific Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23086,"New OMNI Bank, National Association",Alhambra,CA,No,3,0,0,1,0,0,4,373768,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: New OMNI Bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
26223,"Golden Bank, National Association",Houston,TX,Yes,2,0,0,1,0,0,3,369290,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Golden Bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58234,Pacific Alliance Bank,San Gabriel,CA,No,2,0,0,1,0,0,3,348048,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Pacific Alliance Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
22597,Bank of the Sierra,Porterville,CA,No,0,0,0,0,4,0,4,323999,Ventura,OUTLIER,IN_V5,Name match in v5 list: Bank of the Sierra,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
22366,GBC International Bank,Los Angeles,CA,No,3,0,0,1,0,0,4,319052,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: GBC International Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
26363,Community Commerce Bank,Claremont,CA,No,4,0,0,0,0,0,4,298478,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Community Commerce Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59098,Infinity Bank,Santa Ana,CA,No,0,0,0,1,0,0,1,291622,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Infinity Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57444,American Continental Bank,City Of Industry,CA,No,3,1,0,0,0,0,4,288086,Los Angeles; San Bernardino,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: American Continental Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
24332,First Credit Bank,Los Angeles,CA,No,1,0,0,0,0,0,1,282355,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First Credit Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
26704,Balboa Thrift and Loan Association,Chula Vista,CA,No,1,0,1,0,0,1,3,278331,Los Angeles; Riverside; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Balboa Thrift and Loan Association,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
21956,Montecito Bank & Trust,Santa Barbara,CA,No,0,0,0,0,4,0,4,274493,Ventura,OUTLIER,IN_V5,Name match in v5 list: Montecito Bank & Trust,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
30722,Universal Bank,West Covina,CA,No,5,0,0,0,0,0,5,266100,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Universal Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34352,"City First Bank, National Association",Washington,DC,Yes,2,0,0,0,0,0,2,254982,Los Angeles,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: City First Bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
9396,Valley National Bank,Passaic,NJ,Yes,2,0,0,0,0,0,2,220315,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Valley National Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58490,Beneficial State Bank,Oakland,CA,No,1,0,0,0,0,0,1,219250,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Beneficial State Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
4767,"Sunflower Bank, National Association",Dallas,TX,Yes,1,0,0,0,0,1,2,209727,Los Angeles; San Diego,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Sunflower Bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
26271,Home Bank of California,San Diego,CA,No,0,0,0,0,0,1,1,205349,San Diego,OUTLIER,IN_V5,Name match in v5 list: Home Bank of California,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
35331,"Liberty Bank, National Association",Irvine,CA,No,0,0,0,1,0,0,1,179703,Orange,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Liberty Bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23647,TIB National Association,Farmers Branch,TX,Yes,0,0,0,1,0,0,1,174070,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: TIB National Association,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34548,Neighborhood National Bank,El Cajon,CA,No,0,0,0,0,0,1,1,164717,San Diego,OUTLIER,IN_V5,Name match in v5 list: Neighborhood National Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59296,Bank Irvine,Irvine,CA,No,0,0,0,1,0,0,1,164233,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Bank Irvine,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23030,Community West Bank,Fresno,CA,No,0,0,0,0,2,0,2,150483,Ventura,OUTLIER,IN_V5,Name match in v5 list: Community West Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23805,United Pacific Bank,City Of Industry,CA,No,2,0,0,0,0,0,2,142596,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: United Pacific Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
34319,Southwestern National Bank,Houston,TX,Yes,1,0,0,1,0,0,2,140273,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Southwestern National Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
